"sample","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","species_s","ID_mound","precip_1mo","precip_2mo","precip_3mo"
"MD24",761.425520833333,"2024-04-12 12:13:00",761.4265625,"f0037","m","low","2/01/2004",2,2004,"05/19/2022",2,33.4,33.1,32.9,NA,"E","med",83.32,NA,"","/01/2004",33.1333333333333,"may22","Ami","MD24-2",131.94222274966,131942.22274966,1474.22018258104,0.0111732253092185,0.995780927939476,0.99877955803369,4.78347963043006e-111,7.92343812114275e-136,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.427662037037,"2024-04-12 12:13:00",761.428703703704,"f0037","m","mid","2/01/2004",2,2004,"05/19/2022",3,32.4,32.3,32,NA,"S","med",83.32,NA,"","/01/2004",32.2333333333333,"may22","Ami","MD24-3",126.31225697757,126312.25697757,440.128391315277,0.00348444720921607,0.99684314087639,0.99749320187019,1.37407282595379e-115,3.81672208105615e-120,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.429513888889,"2024-04-12 12:13:00",761.430555555556,"f0037","m","low","2/01/2004",2,2004,"05/19/2022",4,32.1,32.1,31.8,NA,"W","med",83.32,NA,"","/01/2004",32,"may22","Ami","MD24-4",89.9361315126976,89936.1315126976,483.165591267314,0.00537231903508212,0.993606599148949,0.995298970891667,1.21169137493579e-101,1.01626325975544e-107,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.431597222222,"2024-04-12 12:13:00",761.432638888889,"f0037","s","0","2/01/2004",2,2004,"05/19/2022",5,35.1,33.7,33.4,NA,"N","lg",183.85,NA,"","/01/2004",34.0666666666667,"may22","Ami","MD24-5",322.272199869951,322272.199869951,-14.3162955292039,-4.44229925354438e-05,0.99823654760471,0.236648905069002,4.27712038473467e-127,7.65897643738171e-07,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.433912037037,"2024-04-12 12:13:00",761.434953703704,"f0037","s","1","2/01/2004",2,2004,"05/19/2022",6,33.3,33.5,33.5,NA,"N","lg",183.85,NA,"","/01/2004",33.4333333333333,"may22","Ami","MD24-6",165.38698814983,165386.98814983,0,0,0.994015722763331,0,5.97770004210492e-103,0,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.4359375,"2024-04-12 12:13:00",761.436979166667,"f0037","s","2","2/01/2004",2,2004,"05/19/2022",7,33.3,33.8,33.9,NA,"N","lg",183.85,NA,"","/01/2004",33.6666666666667,"may22","Ami","MD24-7",128.275290528403,128275.290528403,-34.8712436606449,-0.000271846927939124,0.99407565091392,0.655582395410084,3.78127176285931e-103,8.86901205548862e-23,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD25",790.422569444444,"2024-04-12 14:22:00",790.423611111111,"f0038","m","mid","3/01/2004",3,2004,"05/19/2022",1,34,35.6,36,NA,"N","med",83.32,NA,"Extender","/01/2004",35.2,"may22","Nasuti","MD25-1",895.427968424806,895427.968424806,4450.66198449821,0.0049704299412577,0.995606207808227,0.996239394420879,4.69201830405787e-109,3.94689937997022e-112,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.424652777778,"2024-04-12 14:22:00",790.425694444444,"f0038","m","low","3/01/2004",3,2004,"05/19/2022",2,32.6,33.9,34.5,NA,"E","med",83.32,NA,"Extender","/01/2004",33.6666666666667,"may22","Nasuti","MD25-2",615.458973117323,615458.973117323,3718.41231790333,0.00604168999124252,0.999186077357588,0.99958293144325,2.25388476169569e-142,1.38278240450096e-155,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.42662037037,"2024-04-12 14:22:00",790.427662037037,"f0038","m","mid","3/01/2004",3,2004,"05/19/2022",3,37.1,36.9,36.5,NA,"S","med",83.32,NA,"Extender","/01/2004",36.8333333333333,"may22","Nasuti","MD25-3",374.265940181008,374265.940181008,2181.52165094381,0.00582880090528342,0.998101388152878,0.998699475340209,1.23161946962e-125,4.11053823045576e-133,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.428703703704,"2024-04-12 14:22:00",790.42974537037,"f0038","m","low","3/01/2004",3,2004,"05/19/2022",4,33.5,32.9,32.7,NA,"W","med",83.32,NA,"Extender","/01/2004",33.0333333333333,"may22","Nasuti","MD25-4",843.930924596056,843930.924596056,4208.83801624604,0.00498718306626882,0.998466930737438,0.9987725619653,7.32171940953333e-130,2.95779432045224e-134,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.430613425926,"2024-04-12 14:22:00",790.431655092593,"f0038","m","top","3/01/2004",3,2004,"05/19/2022",5,33.1,34.1,34.7,NA,"","med",83.32,NA,"Extender","/01/2004",33.9666666666667,"may22","Nasuti","MD25-5",444.953355466833,444953.355466833,1663.58863340063,0.00373879332060602,0.998055786069254,0.998815417246209,3.62655335552279e-125,5.87089166281567e-135,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.43275462963,"2024-04-12 14:22:00",790.433796296296,"f0038","s","0","3/01/2004",3,2004,"05/19/2022",6,38.9,40.3,40.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",39.9333333333333,"may22","Nasuti","MD25-6",232.171895866014,232171.895866014,166.848749393071,0.000718643179316411,0.997681460261011,0.967874718307374,1.09390906186205e-121,9.76557477401828e-70,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.434606481482,"2024-04-12 14:22:00",790.435648148148,"f0038","s","1","3/01/2004",3,2004,"05/19/2022",7,36.7,37.4,37.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.1333333333333,"may22","Nasuti","MD25-7",290.619113748343,290619.113748343,-19.9036009689615,-6.84868958281825e-05,0.997788189538778,0.381397605358632,1.28152342093618e-122,4.29031258888873e-11,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.436689814815,"2024-04-12 14:22:00",790.437731481481,"f0038","s","2","3/01/2004",3,2004,"05/19/2022",8,36,36.8,36.7,NA,"N","lg",183.85,NA,"Extender","/01/2004",36.5,"may22","Nasuti","MD25-8",476.170613963078,476170.613963078,5.38986713168465,1.13191931077515e-05,0.99922596336946,0.0485959306000876,2.29107694673157e-143,0.0337256620872928,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD26",821.423032407407,"2024-04-12 15:16:00",821.424074074074,"f0039","m","mid","4/01/2004",4,2004,"05/19/2022",1,35.5,35.9,36.5,NA,"N","med",83.32,NA,"Extender","/01/2004",35.9666666666667,"may22","Copto","MD26-1",4361.93507096176,4361935.07096176,10735.6148457133,0.00246120464222,0.99955090214256,0.999591501219271,4.00715783839032e-154,5.37641614158577e-156,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.425115740741,"2024-04-12 15:16:00",821.426157407407,"f0039","m","low","4/01/2004",4,2004,"05/19/2022",2,32.4,31.9,32.6,NA,"E","med",83.32,NA,"Extender","/01/2004",32.3,"may22","Copto","MD26-2",1777.20721535524,1777207.21535524,2925.11641431949,0.00164590622244058,0.999812627642085,0.999785266493476,2.13484987923696e-171,1.05369163710407e-168,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.427141203704,"2024-04-12 15:16:00",821.42818287037,"f0039","m","mid","4/01/2004",4,2004,"05/19/2022",3,38.5,39.8,39,NA,"S","med",83.32,NA,"Extender","/01/2004",39.1,"may22","Copto","MD26-3",2210.67978499149,2210679.78499149,2980.94407705321,0.00134842870382726,0.999220132612703,0.998931450091469,3.22356615443158e-143,5.39035485307841e-137,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.429282407407,"2024-04-12 15:16:00",821.430324074074,"f0039","m","low","4/01/2004",4,2004,"05/19/2022",4,35.4,35.3,35,NA,"W","med",83.32,NA,"Extender","/01/2004",35.2333333333333,"may22","Copto","MD26-4",1095.99016187827,1095990.16187827,5114.13256320979,0.00466622123180866,0.999373097916201,0.99925350522306,1.56295500895633e-147,4.406594965944e-144,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.431076388889,"2024-04-12 15:16:00",821.432118055556,"f0039","m","top","4/01/2004",4,2004,"05/19/2022",5,35.1,36,36.6,NA,"","med",83.32,NA,"Extender","/01/2004",35.9,"may22","Copto","MD26-5",2312.61358887338,2312613.58887338,5900.63804141952,0.00255150193262252,0.998897720888082,0.99911769219895,2.21680448663444e-136,8.85379055462071e-141,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.433043981481,"2024-04-12 15:16:00",821.434085648148,"f0039","s","0","4/01/2004",4,2004,"05/19/2022",6,37.4,38.1,37.8,NA,"N","lg",183.85,NA,"Extender","/01/2004",37.7666666666667,"may22","Copto","MD26-6",600.071079880235,600071.079880235,54.5597222857632,9.09220992563956e-05,0.999072951662639,0.800900749230719,8.40584928937633e-140,1.19110889726811e-33,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.435185185185,"2024-04-12 15:16:00",821.436226851852,"f0039","s","1","4/01/2004",4,2004,"05/19/2022",7,35,34.5,34.3,NA,"N","lg",183.85,NA,"Extender","/01/2004",34.6,"may22","Copto","MD26-7",350.404073347922,350404.073347922,-43.9097476795097,-0.000125311750117445,0.994005818385879,0.578740362748065,6.44486726795167e-103,8.98806009283582e-19,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD26",821.437152777778,"2024-04-12 15:16:00",821.438194444444,"f0039","s","2","4/01/2004",4,2004,"05/19/2022",8,33.9,33.9,33.9,NA,"N","lg",183.85,NA,"Extender","/01/2004",33.9,"may22","Copto","MD26-8",270.740225940785,270740.225940785,0,0,0.99633973043294,0,1.15305526454703e-112,0,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4
"MD27",851.423032407407,"2024-04-12 16:31:00",851.424074074074,"f0040","m","mid","5/01/2004",5,2004,"05/19/2022",1,33.2,32.3,32.2,NA,"N","med",83.32,NA,"Extender","/01/2004",32.5666666666667,"may22","Copto","MD27-1",1890.90387831603,1890903.87831603,3860.50298833478,0.00204161778533809,0.998270220305729,0.998281244949734,1.7789972644558e-127,1.32992820912114e-127,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.42505787037,"2024-04-12 16:31:00",851.426099537037,"f0040","m","low","5/01/2004",5,2004,"05/19/2022",2,29.9,29.7,29.7,NA,"E","med",83.32,NA,"Extender","/01/2004",29.7666666666667,"may22","Copto","MD27-2",1145.79719679677,1145797.19679677,2237.10963112798,0.00195244816218971,0.999246547905026,0.99931651529577,6.72075804258536e-144,7.97135116175412e-146,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.427083333333,"2024-04-12 16:31:00",851.428125,"f0040","m","mid","5/01/2004",5,2004,"05/19/2022",3,29.9,30.2,30.1,NA,"S","med",83.32,NA,"Extender","/01/2004",30.0666666666667,"may22","Copto","MD27-3",1398.02708065234,1398027.08065234,2588.03353202318,0.0018512041489322,0.999631972861613,0.999608304899017,4.66484720162448e-158,7.9515148485337e-157,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.428993055556,"2024-04-12 16:31:00",851.430034722222,"f0040","m","low","5/01/2004",5,2004,"05/19/2022",4,30.2,31.1,31.2,NA,"W","med",83.32,NA,"Extender","/01/2004",30.8333333333333,"may22","Copto","MD27-4",3088.23495392452,3088234.95392452,4728.41404764505,0.0015311056698054,0.999043528648093,0.999203921087984,3.4834058605445e-139,8.22051324270877e-143,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.43125,"2024-04-12 16:31:00",851.432291666667,"f0040","m","top","5/01/2004",5,2004,"05/19/2022",5,29.9,30.3,30.4,NA,"","med",83.32,NA,"Extender","/01/2004",30.2,"may22","Copto","MD27-5",402.812095097194,402812.095097194,837.633758705357,0.00207946526159609,0.94231167980668,0.962948791704094,3.65883386520283e-58,6.45287517488167e-67,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.433622685185,"2024-04-12 16:31:00",851.434664351852,"f0040","s","0","5/01/2004",5,2004,"05/19/2022",6,30.2,28.2,28.1,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.8333333333333,"may22","Copto","MD27-6",642.14957839671,642149.57839671,21.9761211295102,3.42227447760367e-05,0.991916985279134,0.357003729256725,5.21841827594896e-97,2.57234102660638e-10,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.435474537037,"2024-04-12 16:31:00",851.436516203704,"f0040","s","1","5/01/2004",5,2004,"05/19/2022",7,28.1,28.3,28.6,NA,"N","lg",183.85,NA,"Extender","/01/2004",28.3333333333333,"may22","Copto","MD27-7",445.997257858173,445997.257858173,158.28468423254,0.000354900577175464,0.990284652130231,0.956368191302187,2.20813206173256e-94,2.28713017921511e-64,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
"MD27",851.437384259259,"2024-04-12 16:31:00",851.438425925926,"f0040","s","2","5/01/2004",5,2004,"05/19/2022",8,27.9,28.2,28.3,NA,"N","lg",183.85,NA,"Extender, soil measurement taken on dirt road ","/01/2004",28.1333333333333,"may22","Copto","MD27-8",173.742577079955,173742.577079955,25.01972718201,0.000144004581965514,0.997632217118903,0.450783226081543,2.84633051988856e-121,1.76630924850768e-13,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4
