"Time_start","flux.CH4","R2.CH4","p.CH4","fDOY_end","file","sample","flux_source","position","flux_start","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","fieldnotes"
120.433854166667,13464.9539261025,0.999433333812259,1.57666287650451e-149,120.434895833333,"f0011","MD4","m","top","10:24:15","5/01/2002",5,"2002","05/16/2022",5,30.9,31.1,31,NA,"","med",83.32,NA,"","/01/2002",31,"may22",NA
120.436574074074,-20.2046909135093,0.425929357761725,1.35954862241142e-12,120.437615740741,"f0011","MD4","s","0","10:28:10","5/01/2002",5,"2002","05/16/2022",6,29.4,28.4,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.7333333333333,"may22",NA
120.43900462963,17.5353748077995,0.277423795375768,5.85376189335939e-08,120.440046296296,"f0011","MD4","s","1","10:31:40","5/01/2002",5,"2002","05/16/2022",7,27.7,27.3,28,NA,"N","lg",183.85,NA,"","/01/2002",27.6666666666667,"may22",NA
120.441782407407,-8.62631974027831,0.10967386347304,0.00118481494187556,120.442824074074,"f0011","MD4","s","2","10:35:40","5/01/2002",5,"2002","05/16/2022",8,28,27.9,27.9,NA,"N","lg",183.85,NA,"","/01/2002",27.9333333333333,"may22",NA
151.433506944444,1085.30480586951,0.98664371322153,5.04971832297295e-88,151.434548611111,"f0013","MD5","m","mid","10:23:45","6/01/2002",6,"2002","05/17/2022",1,25,25.1,25.3,25.8,"SE","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m), clay: d1 = 5.2, d2 = 4.5, h1 = 2.7, h2 = 2.5, tree DBH = 71cm","/01/2002",25.3,"may22",NA
181.421412037037,-183.379969423517,0.990563785981095,5.97777650058256e-94,181.422453703704,"f0014","MD6","m","mid","10:06:20","7/01/2002",7,"2002","05/17/2022",1,33,32.7,32.4,NA,"N","med",83.32,NA,"","/01/2002",32.7,"may22",NA
181.423784722222,708.388818672797,0.996796535138744,2.67680290531035e-115,181.424826388889,"f0014","MD6","m","low","10:09:45","7/01/2002",7,"2002","05/17/2022",2,31.6,31.3,31,30.8,"E","med",83.32,NA,"","/01/2002",31.175,"may22",NA
181.42662037037,-126.91570587287,0.969586488261482,8.07821755000065e-71,181.427662037037,"f0014","MD6","m","mid","10:13:50","7/01/2002",7,"2002","05/17/2022",3,30,29.8,29.8,NA,"S","med",83.32,NA,"","/01/2002",29.8666666666667,"may22",NA
181.428761574074,-116.268277258105,0.974187943367656,4.62072342160702e-74,181.429803240741,"f0014","MD6","m","low","10:16:55","7/01/2002",7,"2002","05/17/2022",4,29.5,29.5,29.7,NA,"W","med",83.32,NA,"","/01/2002",29.5666666666667,"may22",NA
181.431365740741,136.889054666674,0.982369785202032,1.34811198064793e-81,181.432407407407,"f0014","MD6","m","top","10:20:40","7/01/2002",7,"2002","05/17/2022",5,28.9,29.3,29.7,NA,"","med",83.32,NA,"","/01/2002",29.3,"may22",NA
181.433796296296,16.6451586221683,0.227691316387016,1.32559761807019e-06,181.434837962963,"f0014","MD6","s","0","10:24:10","7/01/2002",7,"2002","05/17/2022",6,28.2,27.2,27.2,NA,"N","lg",183.85,NA,"","/01/2002",27.5333333333333,"may22",NA
181.436226851852,-69.7384142756378,0.82559071813479,2.8397445564523e-36,181.437268518519,"f0014","MD6","s","1","10:27:40","7/01/2002",7,"2002","05/17/2022",7,28.2,28.3,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.3,"may22",NA
181.438657407407,-74.2695805323368,0.864147974696433,3.2115109905248e-41,181.439699074074,"f0014","MD6","s","2","10:31:10","7/01/2002",7,"2002","05/17/2022",8,28,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2002",28.3,"may22",NA
212.421585648148,3592.63109448004,0.999696503641128,7.23226515285649e-162,212.422627314815,"f0015","MD7","m","mid","10:06:35","8/01/2002",8,"2002","05/17/2022",1,27.1,27.3,27.8,NA,"N","med",83.32,NA,"","/01/2002",27.4,"may22",NA
212.423668981481,4617.1740407299,0.999739257715659,7.22609032036808e-165,212.424710648148,"f0015","MD7","m","low","10:09:35","8/01/2002",8,"2002","05/17/2022",2,28.1,27.6,27.4,NA,"E","med",83.32,NA,"","/01/2002",27.7,"may22",NA
212.425752314815,3407.0727156539,0.999772215668801,1.54386633117788e-167,212.426793981481,"f0015","MD7","m","mid","10:12:35","8/01/2002",8,"2002","05/17/2022",3,31.7,33.3,33.8,NA,"S","med",83.32,NA,"","/01/2002",32.9333333333333,"may22",NA
212.427835648148,6582.17699098307,0.999699834333694,4.3774001252192e-162,212.428877314815,"f0015","MD7","m","low","10:15:35","8/01/2002",8,"2002","05/17/2022",4,28.3,28.2,28.6,NA,"W","med",83.32,NA,"","/01/2002",28.3666666666667,"may22",NA
212.430150462963,32.9561853296701,0.614459542267537,1.54981329376876e-20,212.43119212963,"f0015","MD7","s","0","10:18:55","8/01/2002",8,"2002","05/17/2022",5,27,26.3,26.3,NA,"N","lg",183.85,NA,"","/01/2002",26.5333333333333,"may22",NA
212.432118055556,-114.145785933156,0.962116740529138,1.77330160642835e-66,212.433159722222,"f0015","MD7","s","1","10:21:45","8/01/2002",8,"2002","05/17/2022",6,26.9,26.5,26.4,NA,"N","lg",183.85,NA,"","/01/2002",26.6,"may22",NA
212.434259259259,-73.542898416781,0.910969778091271,1.39628252913991e-49,212.435300925926,"f0015","MD7","s","2","10:24:50","8/01/2002",8,"2002","05/17/2022",7,27.6,27.8,28.1,NA,"N","lg",183.85,NA,"","/01/2002",27.8333333333333,"may22",NA
243.422222222222,32.1002029003982,0.775030426370861,3.13945139961076e-31,243.423263888889,"f0016","MD8","m","mid","10:07:30","9/01/2002",9,"2002","05/17/2022",1,37.4,37.1,36.9,NA,"N","med",83.32,NA,"Extender","/01/2002",37.1333333333333,"may22",NA
243.424421296296,-131.464146513723,0.976881656745538,3.06355055424251e-76,243.425462962963,"f0016","MD8","m","low","10:10:40","9/01/2002",9,"2002","05/17/2022",2,34.7,34.2,34.5,NA,"E","med",83.32,NA,"Extender","/01/2002",34.4666666666667,"may22",NA
243.42662037037,-142.015508049151,0.983992313045048,1.66573148573155e-83,243.427662037037,"f0016","MD8","m","mid","10:13:50","9/01/2002",9,"2002","05/17/2022",3,33.9,33.6,33,NA,"S","med",83.32,NA,"Extender","/01/2002",33.5,"may22",NA
243.428703703704,-115.31055161808,0.97571400908195,2.88495491191894e-75,243.42974537037,"f0016","MD8","m","low","10:16:50","9/01/2002",9,"2002","05/17/2022",4,31.8,31.5,30.9,NA,"W","med",83.32,NA,"Extender","/01/2002",31.4,"may22",NA
243.430671296296,51.4224810811009,0.926503000114086,2.25268524025675e-53,243.431712962963,"f0016","MD8","m","top","10:19:40","9/01/2002",9,"2002","05/17/2022",5,31.4,31.8,33,NA,"","med",83.32,NA,"Extender","/01/2002",32.0666666666667,"may22",NA
243.433159722222,-73.4585428632172,0.898035227723089,6.73802972624833e-47,243.434201388889,"f0016","MD8","s","0","10:23:15","9/01/2002",9,"2002","05/17/2022",6,36.6,38.2,38.2,NA,"N","lg",183.85,NA,"Extender","/01/2002",37.6666666666667,"may22",NA
243.435300925926,5.83554094194633,0.048702807949035,0.0335257943914313,243.436342592593,"f0016","MD8","s","1","10:26:20","9/01/2002",9,"2002","05/17/2022",7,37.4,38.7,39,NA,"N","lg",183.85,NA,"Extender","/01/2002",38.3666666666667,"may22",NA
243.437268518519,-32.2650364809508,0.683581235468507,1.02664443365971e-24,243.438310185185,"f0016","MD8","s","2","10:29:10","9/01/2002",9,"2002","05/17/2022",8,39.5,40.9,40.7,NA,"N","lg",183.85,NA,"Extender","/01/2002",40.3666666666667,"may22",NA
273.422685185185,40.2963617827318,0.853754765711353,9.24659237749782e-40,273.423726851852,"f0017","MD9","m","mid","10:08:10","10/01/2002",10,"2002","05/17/2022",1,33.2,32.5,32.6,NA,"N","med",83.32,NA,"Extender","/01/2002",32.7666666666667,"may22",NA
273.424826388889,155.305083487715,0.986406809193862,9.77818405618304e-87,273.425868055556,"f0017","MD9","m","low","10:11:15","10/01/2002",10,"2002","05/17/2022",2,31.9,32.8,33.2,NA,"E","med",83.32,NA,"Extender","/01/2002",32.6333333333333,"may22",NA
273.427314814815,70.7570830665494,0.928373711654337,6.96308373641869e-54,273.428356481482,"f0017","MD9","m","mid","10:14:50","10/01/2002",10,"2002","05/17/2022",3,31.8,31.6,31.5,NA,"S","med",83.32,NA,"Extender","/01/2002",31.6333333333333,"may22",NA
273.429340277778,142.25224617783,0.980514944284946,1.27888524095901e-79,273.430381944444,"f0017","MD9","m","low","10:17:45","10/01/2002",10,"2002","05/17/2022",4,32.8,33.5,33.3,NA,"W","med",83.32,NA,"Extender","/01/2002",33.2,"may22",NA
273.43130787037,-300.98396203398,0.996392929492723,5.92283706270744e-113,273.432349537037,"f0017","MD9","m","top","10:20:35","10/01/2002",10,"2002","05/17/2022",5,32.5,32.4,30.1,NA,"","med",83.32,NA,"Extender","/01/2002",31.6666666666667,"may22",NA
304.421990740741,-63.0260160253942,0.760474818140072,5.49165923572843e-30,304.423032407407,"f0018","MD9","s","0","10:07:10","11/01/2002",11,"2002","05/17/2022",6,33.3,33.3,33.5,NA,"N","lg",183.85,NA,"Extender","/01/2002",33.3666666666667,"may22",NA
304.424652777778,-49.7223189488864,0.771836761551518,5.97408943794526e-31,304.425694444444,"f0018","MD9","s","1","10:11:00","11/01/2002",11,"2002","05/17/2022",7,34.2,33.9,34,NA,"N","lg",183.85,NA,"Extender","/01/2002",34.0333333333333,"may22",NA
304.426678240741,-46.6864449232084,0.77413783104557,3.76135146630276e-31,304.427719907407,"f0018","MD9","s","2","10:13:55","11/01/2002",11,"2002","05/17/2022",8,32.7,32.8,33,NA,"N","lg",183.85,NA,"Extender","/01/2002",32.8333333333333,"may22",NA
334.420659722222,4111.91423659021,0.999768062838927,5.32048014090525e-169,334.421701388889,"f0019","MD10","m","low","10:05:15","12/01/2002",12,"2002","05/17/2022",1,32,32.2,32.3,NA,"N","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1666666666667,"may22",NA
334.422858796296,4034.77095723337,0.999197065191704,1.21436694890108e-142,334.423900462963,"f0019","MD10","m","mid","10:08:25","12/01/2002",12,"2002","05/17/2022",2,31.5,31.5,31.6,NA,"E","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.5333333333333,"may22",NA
334.42494212963,2352.40284675975,0.999596814724191,2.96328992029377e-156,334.425983796296,"f0019","MD10","m","low","10:11:25","12/01/2002",12,"2002","05/17/2022",3,31.1,31.2,31.3,NA,"S","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.2,"may22",NA
334.427199074074,3993.10220355445,0.998052127963954,3.95038829481196e-125,334.428240740741,"f0019","MD10","m","mid","10:14:40","12/01/2002",12,"2002","05/17/2022",4,31.9,32.2,32.3,NA,"W","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1333333333333,"may22",NA
334.429513888889,-42.5328693896486,0.514177942235109,4.33509567854274e-16,334.430555555556,"f0019","MD10","s","0","10:18:00","12/01/2002",12,"2002","05/17/2022",5,32.5,32.2,32.2,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.3,"may22",NA
334.431539351852,13.8969738645423,0.155167653395709,9.36168489777052e-05,334.432581018519,"f0019","MD10","s","1","10:20:55","12/01/2002",12,"2002","05/17/2022",6,34.7,34.6,33.5,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",34.2666666666667,"may22",NA
334.433969907407,-34.0787843971658,0.408418287195387,5.44276888440201e-12,334.435011574074,"f0019","MD10","s","2","10:24:25","12/01/2002",12,"2002","05/17/2022",7,30.2,30.8,31.3,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",30.7666666666667,"may22",NA
365.422280092593,12694.1223775335,0.999458799835568,4.50241359907668e-152,365.423321759259,"f0020","MD11","m","mid","10:07:35","1/01/2003",1,"2003","05/17/2022",1,31.8,30.8,30.7,NA,"N","med",83.32,NA,"Extender","/01/2003",31.1,"may22",NA
365.424305555556,3038.66688441661,0.995665187846985,2.5368636535948e-109,365.425347222222,"f0020","MD11","m","low","10:10:30","1/01/2003",1,"2003","05/17/2022",2,29.6,29.7,30.8,NA,"E","med",83.32,NA,"Extender","/01/2003",30.0333333333333,"may22",NA
365.4265625,5386.76040168019,0.991431644864506,7.41120623317892e-96,365.427604166667,"f0020","MD11","m","mid","10:13:45","1/01/2003",1,"2003","05/17/2022",3,30.1,30,30.1,NA,"S","med",83.32,NA,"Extender","/01/2003",30.0666666666667,"may22",NA
365.428819444444,14782.7125955624,0.999190895542729,1.72031219812219e-142,365.429861111111,"f0020","MD11","m","low","10:17:00","1/01/2003",1,"2003","05/17/2022",4,31.2,31.8,32.1,NA,"W","med",83.32,NA,"Extender","/01/2003",31.7,"may22",NA
365.430902777778,8624.36275362464,0.998474796886782,5.79375553063757e-130,365.431944444444,"f0020","MD11","m","top","10:20:00","1/01/2003",1,"2003","05/17/2022",5,31.9,32.4,32.2,NA,"","med",83.32,NA,"Extender","/01/2003",32.1666666666667,"may22",NA
365.433506944444,19.4559484731048,0.146748519578679,0.000138502606168095,365.434548611111,"f0020","MD11","s","0","10:23:45","1/01/2003",1,"2003","05/17/2022",6,30.9,30.5,30.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",30.6333333333333,"may22",NA
365.435648148148,-3.97308622158682,0.0103991912151494,0.330720780458711,365.436689814815,"f0020","MD11","s","1","10:26:50","1/01/2003",1,"2003","05/17/2022",7,31.5,32.2,32.6,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.1,"may22",NA
365.437847222222,-37.1435782680128,0.551173370537032,1.64601761174421e-17,365.438888888889,"f0020","MD11","s","2","10:30:00","1/01/2003",1,"2003","05/17/2022",8,31.7,33.1,32.3,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.3666666666667,"may22",NA
396.422511574074,2869.43646086172,0.99405470167143,4.44011652800605e-103,396.423553240741,"f0022","MD12","m","mid","10:07:55","2/01/2003",2,"2003","05/18/2022",1,25.7,24.3,24.2,NA,"N","med",83.32,NA,"Extender","/01/2003",24.7333333333333,"may22",NA
396.424479166667,333.369120916777,0.988812442824842,1.3837931559699e-90,396.425520833333,"f0022","MD12","m","low","10:10:45","2/01/2003",2,"2003","05/18/2022",2,24.3,24.3,24.6,NA,"E","med",83.32,NA,"Extender","/01/2003",24.4,"may22",NA
396.426678240741,1016.80867074211,0.998952828262927,2.14913596423735e-137,396.427719907407,"f0022","MD12","m","mid","10:13:55","2/01/2003",2,"2003","05/18/2022",3,25,27.2,28.2,NA,"S","med",83.32,NA,"Extender","/01/2003",26.8,"may22",NA
396.428703703704,556.963118043652,0.996524528381169,1.09167018743904e-113,396.42974537037,"f0022","MD12","m","low","10:16:50","2/01/2003",2,"2003","05/18/2022",4,25.2,25.5,26,NA,"W","med",83.32,NA,"Extender","/01/2003",25.5666666666667,"may22",NA
396.430671296296,533.333395397862,0.994147386158546,2.17216337329726e-103,396.431712962963,"f0022","MD12","m","top","10:19:40","2/01/2003",2,"2003","05/18/2022",5,25.9,26.6,27.2,NA,"","med",83.32,NA,"Extender","/01/2003",26.5666666666667,"may22",NA
396.432986111111,-38.118493835517,0.592370034449247,1.26382157094203e-19,396.434027777778,"f0022","MD12","s","0","10:23:00","2/01/2003",2,"2003","05/18/2022",6,28.9,26.9,26.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.5666666666667,"may22",NA
396.435011574074,-74.4252403882827,0.796092468455928,3.53809906167579e-33,396.436053240741,"f0022","MD12","s","1","10:25:55","2/01/2003",2,"2003","05/18/2022",7,27.7,27.9,28,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.8666666666667,"may22",NA
396.437152777778,-70.4350482331157,0.654774301693763,9.87286664868617e-23,396.438194444444,"f0022","MD12","s","2","10:29:00","2/01/2003",2,"2003","05/18/2022",8,26.2,26.1,26.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",26.2666666666667,"may22",NA
424.422511574074,2215.49348595611,0.998507890551999,2.13537669496657e-130,424.423553240741,"f0023","MD13","m","mid","10:07:55","3/01/2003",3,"2003","05/18/2022",1,28.9,27.9,28.1,NA,"N","med",83.32,NA,"","/01/2003",28.3,"may22",NA
424.424421296296,1196.06438008637,0.994711227407627,2.16272147906743e-105,424.425462962963,"f0023","MD13","m","low","10:10:40","3/01/2003",3,"2003","05/18/2022",2,29.3,30.5,31.8,NA,"E","med",83.32,NA,"","/01/2003",30.5333333333333,"may22",NA
424.426446759259,1467.33424327393,0.9991522243063,1.43942884506262e-141,424.427488425926,"f0023","MD13","m","mid","10:13:35","3/01/2003",3,"2003","05/18/2022",3,28.6,28.7,29.2,NA,"S","med",83.32,NA,"","/01/2003",28.8333333333333,"may22",NA
424.428645833333,3421.78220003242,0.999732844717533,3.54859176476591e-166,424.4296875,"f0023","MD13","m","low","10:16:45","3/01/2003",3,"2003","05/18/2022",4,29.8,29.8,30.2,NA,"W","med",83.32,NA,"","/01/2003",29.9333333333333,"may22",NA
424.430497685185,812.338720469487,0.998709148777304,2.92662709244988e-133,424.431539351852,"f0023","MD13","m","top","10:19:25","3/01/2003",3,"2003","05/18/2022",5,30.6,31.1,30.9,NA,"","med",83.32,NA,"","/01/2003",30.8666666666667,"may22",NA
424.432638888889,96.3488790629282,0.913990790479325,2.89809425008097e-50,424.433680555556,"f0023","MD13","s","0","10:22:30","3/01/2003",3,"2003","05/18/2022",6,31.1,29.6,29.5,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667,"may22",NA
424.434548611111,-50.5940083416053,0.724161397212834,1.80857941487391e-27,424.435590277778,"f0023","MD13","s","1","10:25:15","3/01/2003",3,"2003","05/18/2022",7,29.6,29.7,29.9,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333,"may22",NA
424.436458333333,-33.2664761918992,0.469207476236436,2.6585383470318e-14,424.4375,"f0023","MD13","s","2","10:28:00","3/01/2003",3,"2003","05/18/2022",8,28.5,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2003",28.4666666666667,"may22",NA
455.42337962963,311.871059941526,0.993613503214828,1.15356022735724e-101,455.424421296296,"f0025","MD14","m","mid","10:09:10","4/01/2003",4,"2003","05/18/2022",1,33.5,34.3,34.1,NA,"N","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.9666666666667,"may22",NA
455.425694444444,391.913195174345,0.985537980358874,1.63960101824792e-85,455.426736111111,"f0025","MD14","m","low","10:12:30","4/01/2003",4,"2003","05/18/2022",2,33.1,29.9,29.8,NA,"E","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",30.9333333333333,"may22",NA
455.427893518519,5506.98394853082,0.999697800890937,1.02900271554067e-163,455.428935185185,"f0025","MD14","m","mid","10:15:40","4/01/2003",4,"2003","05/18/2022",3,33.1,33.7,32.2,NA,"S","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33,"may22",NA
455.429976851852,6789.49593104915,0.998114602575753,8.96312857364632e-126,455.431018518518,"f0025","MD14","m","low","10:18:40","4/01/2003",4,"2003","05/18/2022",4,31.4,31.8,31.7,NA,"W","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",31.6333333333333,"may22",NA
455.433159722222,1448.92188559622,0.998764444918765,3.99222503209243e-134,455.434201388889,"f0025","MD14","m","top","10:23:15","4/01/2003",4,"2003","05/18/2022",5,32.5,32.4,33,NA,"","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",32.6333333333333,"may22",NA
455.435532407407,-49.1799365706121,0.772923283986553,4.80452056525489e-31,455.436574074074,"f0025","MD14","s","0","10:26:40","4/01/2003",4,"2003","05/18/2022",6,41.3,42.5,42.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",42.1666666666667,"may22",NA
