"sample","Time_start","flux_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement"
"MD11",365.4265625,2024-04-12 15:54:00,553.160549293695,0.994859195237841,5.94616374152336e-106,365.427604166667,"f0020","m","mid","1/01/2003",1,"2003","05/17/2022",3,30.1,30,30.1,NA,"S","med",83.32,NA,"Extender","/01/2003",30.0666666666667,"may22","Nasuti","MD11-3"
"MD11",365.428819444444,2024-04-12 15:54:00,1364.13196625721,0.998917671942326,9.65577391581206e-137,365.429861111111,"f0020","m","low","1/01/2003",1,"2003","05/17/2022",4,31.2,31.8,32.1,NA,"W","med",83.32,NA,"Extender","/01/2003",31.7,"may22","Nasuti","MD11-4"
"MD11",365.430902777778,2024-04-12 15:54:00,622.829045992546,0.99863792169362,3.37062421602983e-132,365.431944444444,"f0020","m","top","1/01/2003",1,"2003","05/17/2022",5,31.9,32.4,32.2,NA,"","med",83.32,NA,"Extender","/01/2003",32.1666666666667,"may22","Nasuti","MD11-5"
"MD11",365.433506944444,2024-04-12 15:54:00,540.373160415912,0.994730441467125,1.32313318033591e-106,365.434548611111,"f0020","s","0","1/01/2003",1,"2003","05/17/2022",6,30.9,30.5,30.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",30.6333333333333,"may22","Nasuti","MD11-6"
"MD11",365.435648148148,2024-04-12 15:54:00,334.504230317824,0.997864008828046,2.62093185004005e-123,365.436689814815,"f0020","s","1","1/01/2003",1,"2003","05/17/2022",7,31.5,32.2,32.6,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.1,"may22","Nasuti","MD11-7"
"MD11",365.437847222222,2024-04-12 15:54:00,437.35113982522,0.999227643957481,2.07533831431711e-143,365.438888888889,"f0020","s","2","1/01/2003",1,"2003","05/17/2022",8,31.7,33.1,32.3,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.3666666666667,"may22","Nasuti","MD11-8"
"MD12",396.422511574074,2024-04-12 08:47:00,3431.11456834239,0.994997937444701,1.71228719471499e-106,396.423553240741,"f0022","m","mid","2/01/2003",2,"2003","05/18/2022",1,25.7,24.3,24.2,NA,"N","med",83.32,NA,"Extender","/01/2003",24.7333333333333,"may22","Copto","MD12-1"
"MD12",396.424479166667,2024-04-12 08:47:00,1647.75012985613,0.999664393814638,7.02361361427043e-160,396.425520833333,"f0022","m","low","2/01/2003",2,"2003","05/18/2022",2,24.3,24.3,24.6,NA,"E","med",83.32,NA,"Extender","/01/2003",24.4,"may22","Copto","MD12-2"
"MD12",396.426678240741,2024-04-12 08:47:00,2953.77393428982,0.999821918341505,2.11075260581641e-172,396.427719907407,"f0022","m","mid","2/01/2003",2,"2003","05/18/2022",3,25,27.2,28.2,NA,"S","med",83.32,NA,"Extender","/01/2003",26.8,"may22","Copto","MD12-3"
"MD12",396.428703703704,2024-04-12 08:47:00,1311.43573603675,0.998924119329279,7.35735603962151e-137,396.42974537037,"f0022","m","low","2/01/2003",2,"2003","05/18/2022",4,25.2,25.5,26,NA,"W","med",83.32,NA,"Extender","/01/2003",25.5666666666667,"may22","Copto","MD12-4"
"MD12",396.430671296296,2024-04-12 08:47:00,1457.9637785377,0.997709996330977,6.22672232857657e-122,396.431712962963,"f0022","m","top","2/01/2003",2,"2003","05/18/2022",5,25.9,26.6,27.2,NA,"","med",83.32,NA,"Extender","/01/2003",26.5666666666667,"may22","Copto","MD12-5"
"MD12",396.432986111111,2024-04-12 08:47:00,1128.63087468797,0.997383154813528,1.37155202208591e-120,396.434027777778,"f0022","s","0","2/01/2003",2,"2003","05/18/2022",6,28.9,26.9,26.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.5666666666667,"may22","Copto","MD12-6"
"MD12",396.435011574074,2024-04-12 08:47:00,430.168541193672,0.998272536056957,1.67379678993906e-127,396.436053240741,"f0022","s","1","2/01/2003",2,"2003","05/18/2022",7,27.7,27.9,28,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.8666666666667,"may22","Copto","MD12-7"
"MD12",396.437152777778,2024-04-12 08:47:00,395.08071332719,0.998372322028584,1.11670510452502e-128,396.438194444444,"f0022","s","2","2/01/2003",2,"2003","05/18/2022",8,26.2,26.1,26.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",26.2666666666667,"may22","Copto","MD12-8"
"MD13",424.422511574074,2024-04-12 09:49:00,1114.46846146943,0.998365810104641,1.33917852389289e-128,424.423553240741,"f0023","m","mid","3/01/2003",3,"2003","05/18/2022",1,28.9,27.9,28.1,NA,"N","med",83.32,NA,"","/01/2003",28.3,"may22","Copto","MD13-1"
"MD13",424.424421296296,2024-04-12 09:49:00,723.402068419654,0.993874390698103,1.72911788493775e-102,424.425462962963,"f0023","m","low","3/01/2003",3,"2003","05/18/2022",2,29.3,30.5,31.8,NA,"E","med",83.32,NA,"","/01/2003",30.5333333333333,"may22","Copto","MD13-2"
"MD13",424.426446759259,2024-04-12 09:49:00,995.087248299003,0.999074727182999,7.70369393910516e-140,424.427488425926,"f0023","m","mid","3/01/2003",3,"2003","05/18/2022",3,28.6,28.7,29.2,NA,"S","med",83.32,NA,"","/01/2003",28.8333333333333,"may22","Copto","MD13-3"
"MD13",424.428645833333,2024-04-12 09:49:00,825.559712538783,0.99968316101653,9.06795774797343e-163,424.4296875,"f0023","m","low","3/01/2003",3,"2003","05/18/2022",4,29.8,29.8,30.2,NA,"W","med",83.32,NA,"","/01/2003",29.9333333333333,"may22","Copto","MD13-4"
"MD13",424.430497685185,2024-04-12 09:49:00,551.308364653349,0.999026036041408,7.94574525566191e-139,424.431539351852,"f0023","m","top","3/01/2003",3,"2003","05/18/2022",5,30.6,31.1,30.9,NA,"","med",83.32,NA,"","/01/2003",30.8666666666667,"may22","Copto","MD13-5"
"MD13",424.432638888889,2024-04-12 09:49:00,852.331197762368,0.997222621990861,4.04770977358587e-118,424.433680555556,"f0023","s","0","3/01/2003",3,"2003","05/18/2022",6,31.1,29.6,29.5,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667,"may22","Copto","MD13-6"
"MD13",424.434548611111,2024-04-12 09:49:00,553.757768639212,0.998856791147665,3.91638828593786e-137,424.435590277778,"f0023","s","1","3/01/2003",3,"2003","05/18/2022",7,29.6,29.7,29.9,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333,"may22","Copto","MD13-7"
"MD13",424.436458333333,2024-04-12 09:49:00,498.424965669731,0.999071346605232,2.75633124160638e-141,424.4375,"f0023","s","2","3/01/2003",3,"2003","05/18/2022",8,28.5,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2003",28.4666666666667,"may22","Copto","MD13-8"
"MD14",455.42337962963,2024-04-12 10:43:00,1838.42122476597,0.998186651699444,1.52232667887372e-126,455.424421296296,"f0025","m","mid","4/01/2003",4,"2003","05/18/2022",1,33.5,34.3,34.1,NA,"N","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.9666666666667,"may22","Copto","MD14-1"
"MD14",455.425694444444,2024-04-12 10:43:00,1639.17817131165,0.982067619722429,2.92143762525239e-81,455.426736111111,"f0025","m","low","4/01/2003",4,"2003","05/18/2022",2,33.1,29.9,29.8,NA,"E","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",30.9333333333333,"may22","Copto","MD14-2"
"MD14",455.427893518519,2024-04-12 10:43:00,3482.0859230971,0.999701687026812,5.67345871839192e-164,455.428935185185,"f0025","m","mid","4/01/2003",4,"2003","05/18/2022",3,33.1,33.7,32.2,NA,"S","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33,"may22","Copto","MD14-3"
"MD14",455.429976851852,2024-04-12 10:43:00,5631.31522280775,0.997710673725539,6.14346326081957e-122,455.431018518518,"f0025","m","low","4/01/2003",4,"2003","05/18/2022",4,31.4,31.8,31.7,NA,"W","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",31.6333333333333,"may22","Copto","MD14-4"
"MD14",455.433159722222,2024-04-12 10:43:00,1536.16181188515,0.998068085035853,2.71701128780764e-125,455.434201388889,"f0025","m","top","4/01/2003",4,"2003","05/18/2022",5,32.5,32.4,33,NA,"","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",32.6333333333333,"may22","Copto","MD14-5"
"MD14",455.435532407407,2024-04-12 10:43:00,1545.9965324611,0.997258401141224,2.24381743325963e-118,455.436574074074,"f0025","s","0","4/01/2003",4,"2003","05/18/2022",6,41.3,42.5,42.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",42.1666666666667,"may22","Copto","MD14-6"
"MD14",455.43755787037,2024-04-12 10:43:00,715.612629932727,0.976397695248436,7.86549227975718e-76,455.438599537037,"f0025","s","1","4/01/2003",4,"2003","05/18/2022",7,35.6,34.8,34.9,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",35.1,"may22","Copto","MD14-7"
"MD14",455.439641203704,2024-04-12 10:43:00,637.909969900532,0.996333370929945,1.24782654069459e-112,455.44068287037,"f0025","s","2","4/01/2003",4,"2003","05/18/2022",8,33.5,33.4,33.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.5333333333333,"may22","Copto","MD14-8"
"MD15",485.422685185185,2024-04-12 12:07:00,369.704139837204,0.990762992158596,2.16410554060811e-95,485.423726851852,"f0026","m","mid","5/01/2003",5,"2003","05/18/2022",1,38.3,39.5,39.8,NA,"N","med",83.32,NA,"","/01/2003",39.2,"may22","Ami","MD15-1"
"MD15",485.424594907407,2024-04-12 12:07:00,17.5824193791413,0.860612160941934,1.035861405916e-40,485.425636574074,"f0026","m","mid","5/01/2003",5,"2003","05/18/2022",2,36.7,35.9,35.8,NA,"S","med",83.32,NA,"","/01/2003",36.1333333333333,"may22","Ami","MD15-2"
"MD15",485.426851851852,2024-04-12 12:07:00,456.809173889948,0.998883773093342,3.92827364119647e-136,485.427893518519,"f0026","s","0","5/01/2003",5,"2003","05/18/2022",3,37.3,35.6,35.8,NA,"N","lg",183.85,NA,"","/01/2003",36.2333333333333,"may22","Ami","MD15-3"
"MD15",485.428877314815,2024-04-12 12:07:00,293.042631051084,0.998797140549401,1.17830917016693e-134,485.429918981481,"f0026","s","1","5/01/2003",5,"2003","05/18/2022",4,38.2,39.5,39.1,NA,"N","lg",183.85,NA,"","/01/2003",38.9333333333333,"may22","Ami","MD15-4"
"MD15",485.430902777778,2024-04-12 12:07:00,320.538098697024,0.998780379421604,2.21162453462553e-134,485.431944444444,"f0026","s","2","5/01/2003",5,"2003","05/18/2022",5,39.1,39.4,39,NA,"N","lg",183.85,NA,"","/01/2003",39.1666666666667,"may22","Ami","MD15-5"
"MD16",516.423784722222,NA,416.459084747049,0.998785062515617,1.85647223114806e-134,516.424826388889,"f0027","m","mid","6/01/2003",6,"2003","05/18/2022",1,35.9,37.8,37.5,NA,"N","med",83.32,NA,"Extender","/01/2003",37.0666666666667,"may22","Copto","MD16-1"
"MD16",516.425868055556,NA,2009.43358063135,0.998993020020418,3.62149911608394e-138,516.426909722222,"f0027","m","low","6/01/2003",6,"2003","05/18/2022",2,34,33.9,34.7,NA,"E","med",83.32,NA,"Extender","/01/2003",34.2,"may22","Copto","MD16-2"
"MD16",516.427951388889,NA,1568.09764764405,0.997793887192563,5.32366011295247e-124,516.428993055556,"f0027","m","mid","6/01/2003",6,"2003","05/18/2022",3,34.3,33.5,32.9,NA,"S","med",83.32,NA,"Extender","/01/2003",33.5666666666667,"may22","Copto","MD16-3"
"MD16",516.429976851852,NA,1819.15217129241,0.999148172411618,1.78817395219374e-141,516.431018518518,"f0027","m","low","6/01/2003",6,"2003","05/18/2022",4,35.9,37.9,37.9,NA,"W","med",83.32,NA,"Extender","/01/2003",37.2333333333333,"may22","Copto","MD16-4"
"MD16",516.432060185185,NA,552.40368754661,0.999063007798442,1.36587946887758e-139,516.433101851852,"f0027","m","top","6/01/2003",6,"2003","05/18/2022",5,35.1,35.2,35.3,NA,"","med",83.32,NA,"Extender","/01/2003",35.2,"may22","Copto","MD16-5"
"MD16",516.434490740741,NA,1988.13002100434,0.999200428487149,1.00323796027295e-142,516.435532407407,"f0027","s","0","6/01/2003",6,"2003","05/18/2022",6,37.4,36.7,36.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",37,"may22","Copto","MD16-6"
"MD16",516.436574074074,NA,1048.43227401312,0.996905112033123,5.57479999080017e-116,516.437615740741,"f0027","s","1","6/01/2003",6,"2003","05/18/2022",7,35.6,34.7,34.2,NA,"N","lg",183.85,NA,"Extender","/01/2003",34.8333333333333,"may22","Copto","MD16-7"
"MD16",516.438541666667,NA,456.834334000663,0.998782141140637,2.07084151965316e-134,516.439583333333,"f0027","s","2","6/01/2003",6,"2003","05/18/2022",8,38.2,41,40.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",40.0333333333333,"may22","Copto","MD16-8"
"MD17",546.424421296296,2024-04-12 14:39:00,1447.94702129785,0.99962578285152,9.96399437718964e-158,546.425462962963,"f0028","m","mid","7/01/2003",7,"2003","05/18/2022",1,34.5,35.6,35.7,NA,"N","med",83.32,NA,"","/01/2003",35.2666666666667,"may22","Macro","MD17-1"
"MD17",546.426388888889,2024-04-12 14:39:00,1941.91522607656,0.999224088421182,2.55768933619108e-143,546.427430555556,"f0028","m","low","7/01/2003",7,"2003","05/18/2022",2,31.7,31.3,31,NA,"E","med",83.32,NA,"","/01/2003",31.3333333333333,"may22","Macro","MD17-2"
"MD17",546.428356481482,2024-04-12 14:39:00,1218.50326483028,0.999162012454434,2.44327379932121e-143,546.429398148148,"f0028","m","mid","7/01/2003",7,"2003","05/18/2022",3,32.1,33.2,33.6,NA,"S","med",83.32,NA,"","/01/2003",32.9666666666667,"may22","Macro","MD17-3"
"MD17",546.430671296296,2024-04-12 14:39:00,2108.13114370862,0.999528027903675,3.84166320625144e-153,546.431712962963,"f0028","m","low","7/01/2003",7,"2003","05/18/2022",4,32.7,33,33.2,NA,"W","med",83.32,NA,"","/01/2003",32.9666666666667,"may22","Macro","MD17-4"
"MD17",546.432986111111,2024-04-12 14:39:00,1228.07522682812,0.997725988036809,4.52668099508879e-122,546.434027777778,"f0028","s","0","7/01/2003",7,"2003","05/18/2022",5,34.8,33.3,33,NA,"N","lg",183.85,NA,"","/01/2003",33.7,"may22","Macro","MD17-5"
"MD17",546.435185185185,2024-04-12 14:39:00,926.143700993871,0.998691237132512,5.47871138775646e-133,546.436226851852,"f0028","s","1","7/01/2003",7,"2003","05/18/2022",6,31.5,32.8,33.8,NA,"N","lg",183.85,NA,"","/01/2003",32.7,"may22","Macro","MD17-6"
"MD17",546.437152777778,2024-04-12 14:39:00,417.69341964744,0.998371823618253,1.13237038191677e-128,546.438194444444,"f0028","s","2","7/01/2003",7,"2003","05/18/2022",7,32.2,32.6,32.8,NA,"N","lg",183.85,NA,"","/01/2003",32.5333333333333,"may22","Macro","MD17-7"
"MD18",577.42181712963,2024-04-12 15:38:00,469.036029180865,0.999063623882926,1.3256084230154e-139,577.422858796296,"f0029","m","mid","8/01/2003",8,"2003","05/18/2022",1,30.2,29,28.8,NA,"N","med",83.32,NA,"","/01/2003",29.3333333333333,"may22","Macro","MD18-1"
"MD18",577.423842592593,2024-04-12 15:38:00,434.065197151887,0.99899759736799,2.94346847276601e-138,577.424884259259,"f0029","m","low","8/01/2003",8,"2003","05/18/2022",2,28.3,28.5,28.7,NA,"E","med",83.32,NA,"","/01/2003",28.5,"may22","Macro","MD18-2"
"MD18",577.425983796296,2024-04-12 15:38:00,452.539290698623,0.99845891644472,9.28208274949619e-130,577.427025462963,"f0029","m","mid","8/01/2003",8,"2003","05/18/2022",3,27.9,28.1,28.2,NA,"S","med",83.32,NA,"","/01/2003",28.0666666666667,"may22","Macro","MD18-3"
"MD18",577.428009259259,2024-04-12 15:38:00,491.004910610622,0.999156219323681,1.16105102136892e-141,577.429050925926,"f0029","m","low","8/01/2003",8,"2003","05/18/2022",4,27.9,27.9,29,NA,"W","med",83.32,NA,"","/01/2003",28.2666666666667,"may22","Macro","MD18-4"
"MD18",577.430381944444,2024-04-12 15:38:00,871.494319772453,0.996675817553422,1.44076947329653e-114,577.431423611111,"f0029","s","0","8/01/2003",8,"2003","05/18/2022",5,28.6,27.4,27.3,NA,"N","lg",183.85,NA,"","/01/2003",27.7666666666667,"may22","Macro","MD18-5"
"MD18",577.432349537037,2024-04-12 15:38:00,1002.04283416229,0.997938725686421,5.18612758267382e-124,577.433391203704,"f0029","s","1","8/01/2003",8,"2003","05/18/2022",6,27.5,27.6,27.8,NA,"N","lg",183.85,NA,"","/01/2003",27.6333333333333,"may22","Macro","MD18-6"
"MD18",577.434375,2024-04-12 15:38:00,834.542343778525,0.991897980235767,5.80697164274319e-97,577.435416666667,"f0029","s","2","8/01/2003",8,"2003","05/18/2022",7,27.4,27.6,28,NA,"N","lg",183.85,NA,"","/01/2003",27.6666666666667,"may22","Macro","MD18-7"
"MD2",59.4191782407407,2024-04-12 14:07:00,484.015072171389,0.984611168011383,2.76935342210242e-84,59.4202199074074,"f0009","m","mid","3/01/2002",3,"2002","05/16/2022",1,36,36.4,36.2,NA,"N","med",83.32,NA,"","/01/2002",36.2,"may22","Copto","MD2-1"
"MD2",59.4215277777778,2024-04-12 14:07:00,1934.74410564965,0.999482246723075,2.59373899886075e-151,59.4225694444444,"f0009","m","low","3/01/2002",3,"2002","05/16/2022",2,35,34.5,35.5,NA,"E","med",83.32,NA,"","/01/2002",35,"may22","Copto","MD2-2"
"MD2",59.4237847222222,2024-04-12 14:07:00,956.674506917604,0.999025092472268,8.30365506671847e-139,59.4248263888889,"f0009","m","mid","3/01/2002",3,"2002","05/16/2022",3,35.2,34.7,34.3,NA,"S","med",83.32,NA,"","/01/2002",34.7333333333333,"may22","Copto","MD2-3"
"MD2",59.4262152777778,2024-04-12 14:07:00,1373.23775102696,0.999585456851495,1.04890852292957e-155,59.4272569444444,"f0009","m","low","3/01/2002",3,"2002","05/16/2022",4,34.9,34.4,34.5,NA,"W","med",83.32,NA,"","/01/2002",34.6,"may22","Copto","MD2-4"
"MD2",59.4286458333333,2024-04-12 14:07:00,927.703898075324,0.999577517862712,2.48654345711148e-155,59.4296875,"f0009","m","top","3/01/2002",3,"2002","05/16/2022",5,36.3,36.8,36.8,NA,"","med",83.32,NA,"","/01/2002",36.6333333333333,"may22","Copto","MD2-5"
"MD2",59.4313657407407,2024-04-12 14:07:00,920.501613488953,0.999624750685895,1.12943643093865e-157,59.4324074074074,"f0009","s","0","3/01/2002",3,"2002","05/16/2022",6,39,37.7,37.3,NA,"N","lg",183.85,NA,"","/01/2002",38,"may22","Copto","MD2-6"
"MD2",59.433912037037,2024-04-12 14:07:00,409.379134905946,0.998913116441597,1.16891976798415e-136,59.4349537037037,"f0009","s","1","3/01/2002",3,"2002","05/16/2022",7,34.8,34.8,34.9,NA,"N","lg",183.85,NA,"","/01/2002",34.8333333333333,"may22","Copto","MD2-7"
"MD2",59.4369212962963,2024-04-12 14:07:00,409.33983579335,0.998993553782325,1.11544032589014e-139,59.437962962963,"f0009","s","2","3/01/2002",3,"2002","05/16/2022",8,35.6,35.8,35.7,NA,"N","lg",183.85,NA,"","/01/2002",35.7,"may22","Copto","MD2-8"
"MD20",638.421006944444,2024-04-12 09:00:00,-112.91608705783,0.64577998502934,3.20320147980562e-22,638.422048611111,"f0033","m","mid","10/01/2003",10,"2003","05/19/2022",1,29.2,29.6,28.9,NA,"N","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m total), clay: d1 = 4.7. d2 = 4.2, h1 = 1.9, h2 = 1.8, tree DBH = 33cm","/01/2003",29.2333333333333,"may22","","MD20-1"
"MD21",669.422048611111,2024-04-12 09:42:00,134.700663809244,0.997959121164054,3.29870857904777e-124,669.423090277778,"f0034","m","mid","11/01/2003",11,"2003","05/19/2022",1,28.9,27.8,27.5,NA,"N","med",83.32,NA,"","/01/2003",28.0666666666667,"may22","Ami","MD21-1"
"MD21",669.423958333333,2024-04-12 09:42:00,209.152060708454,0.99839854124931,5.33376345386097e-129,669.425,"f0034","m","low","11/01/2003",11,"2003","05/19/2022",2,28.7,29,29.7,NA,"S","med",83.32,NA,"","/01/2003",29.1333333333333,"may22","Ami","MD21-2"
"MD21",669.425810185185,2024-04-12 09:42:00,136.441842894109,0.997753439746257,2.60481194496989e-122,669.426851851852,"f0034","m","mid","11/01/2003",11,"2003","05/19/2022",3,28,28.3,28.4,NA,"W","med",83.32,NA,"","/01/2003",28.2333333333333,"may22","Ami","MD21-3"
"MD21",669.428125,2024-04-12 09:42:00,279.599007956398,0.99845546401259,1.02769713104264e-129,669.429166666667,"f0034","s","0","11/01/2003",11,"2003","05/19/2022",4,30.8,29.2,29.2,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333,"may22","Ami","MD21-4"
"MD21",669.429976851852,2024-04-12 09:42:00,253.500143830318,0.997530513984601,1.92908162210307e-120,669.431018518518,"f0034","s","1","11/01/2003",11,"2003","05/19/2022",5,28.3,28.9,28.9,NA,"N","lg",183.85,NA,"","/01/2003",28.7,"may22","Ami","MD21-5"
"MD21",669.431944444444,2024-04-12 09:42:00,231.853211334566,0.998227306801667,5.42539136985283e-127,669.432986111111,"f0034","s","2","11/01/2003",11,"2003","05/19/2022",6,28.3,28.9,29.2,NA,"N","lg",183.85,NA,"","/01/2003",28.8,"may22","Ami","MD21-6"
"MD22",699.423206018518,2024-04-12 10:27:00,204.487365430637,0.999237212849182,1.17690575160555e-143,699.424247685185,"f0035","m","mid","12/01/2003",12,"2003","05/19/2022",1,29.2,29.4,29.4,NA,"E","med",83.32,NA,"","/01/2003",29.3333333333333,"may22","Ami","MD22-1"
