"Time_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","file","sample","flux_source","position","flux_start","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT"
120.3921875,8.74140288899737,0.999342953071482,1.32434655212333e-146,120.393229166667,"f0011","MD4","m","top","10:24:15","5/01/2002",5,"2002","05/16/2022",5,30.9,31.1,31,NA,"","med",83.32,NA,"","/01/2002",31
120.394907407407,9.35710215098927,0.999519673694142,8.53558492020863e-153,120.395949074074,"f0011","MD4","s","0","10:28:10","5/01/2002",5,"2002","05/16/2022",6,29.4,28.4,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.7333333333333
120.397337962963,5.2881879635121,0.997284143831469,1.46070310858978e-118,120.39837962963,"f0011","MD4","s","1","10:31:40","5/01/2002",5,"2002","05/16/2022",7,27.7,27.3,28,NA,"N","lg",183.85,NA,"","/01/2002",27.6666666666667
120.400115740741,5.62564188960415,0.996512786092111,1.27275336157961e-113,120.401157407407,"f0011","MD4","s","2","10:35:40","5/01/2002",5,"2002","05/16/2022",8,28,27.9,27.9,NA,"N","lg",183.85,NA,"","/01/2002",27.9333333333333
151.391840277778,0.139728995165361,0.938764315811223,1.36300454174717e-57,151.392881944444,"f0013","MD5","m","mid","10:23:45","6/01/2002",6,"2002","05/17/2022",1,25,25.1,25.3,25.8,"SE","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m), clay: d1 = 5.2, d2 = 4.5, h1 = 2.7, h2 = 2.5, tree DBH = 71cm","/01/2002",25.3
181.37974537037,5.74039672350337,0.998597827041258,1.26181775230242e-131,181.380787037037,"f0014","MD6","m","mid","10:06:20","7/01/2002",7,"2002","05/17/2022",1,33,32.7,32.4,NA,"N","med",83.32,NA,"","/01/2002",32.7
181.382118055556,18.6486407430106,0.995152159893965,4.11818500037071e-107,181.383159722222,"f0014","MD6","m","low","10:09:45","7/01/2002",7,"2002","05/17/2022",2,31.6,31.3,31,30.8,"E","med",83.32,NA,"","/01/2002",31.175
181.384953703704,10.0805216016111,0.999006837766838,1.9313293188844e-138,181.38599537037,"f0014","MD6","m","mid","10:13:50","7/01/2002",7,"2002","05/17/2022",3,30,29.8,29.8,NA,"S","med",83.32,NA,"","/01/2002",29.8666666666667
181.387094907407,4.11119846799545,0.99837373840913,1.07333555593726e-128,181.388136574074,"f0014","MD6","m","low","10:16:55","7/01/2002",7,"2002","05/17/2022",4,29.5,29.5,29.7,NA,"W","med",83.32,NA,"","/01/2002",29.5666666666667
181.389699074074,14.3285197542755,0.999110250912647,1.29744508871921e-140,181.390740740741,"f0014","MD6","m","top","10:20:40","7/01/2002",7,"2002","05/17/2022",5,28.9,29.3,29.7,NA,"","med",83.32,NA,"","/01/2002",29.3
181.39212962963,36.4235510892085,0.999470158822357,7.41256584336608e-151,181.393171296296,"f0014","MD6","s","0","10:24:10","7/01/2002",7,"2002","05/17/2022",6,28.2,27.2,27.2,NA,"N","lg",183.85,NA,"","/01/2002",27.5333333333333
181.394560185185,17.2044390646933,0.998237175272891,4.20839737468371e-127,181.395601851852,"f0014","MD6","s","1","10:27:40","7/01/2002",7,"2002","05/17/2022",7,28.2,28.3,28.4,NA,"N","lg",183.85,NA,"","/01/2002",28.3
181.396990740741,18.7554057991962,0.997033766803517,8.07603489773645e-117,181.398032407407,"f0014","MD6","s","2","10:31:10","7/01/2002",7,"2002","05/17/2022",8,28,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2002",28.3
212.379918981481,6.99868572289711,0.999768133743684,3.46404934550664e-167,212.380960648148,"f0015","MD7","m","mid","10:06:35","8/01/2002",8,"2002","05/17/2022",1,27.1,27.3,27.8,NA,"N","med",83.32,NA,"","/01/2002",27.4
212.382002314815,9.27042146845213,0.999721872164975,1.36272457809369e-163,212.383043981481,"f0015","MD7","m","low","10:09:35","8/01/2002",8,"2002","05/17/2022",2,28.1,27.6,27.4,NA,"E","med",83.32,NA,"","/01/2002",27.7
212.384085648148,6.27293264298546,0.999773436081579,1.20907548340624e-167,212.385127314815,"f0015","MD7","m","mid","10:12:35","8/01/2002",8,"2002","05/17/2022",3,31.7,33.3,33.8,NA,"S","med",83.32,NA,"","/01/2002",32.9333333333333
212.386168981481,11.3663890987115,0.999588766559922,7.28344597118669e-156,212.387210648148,"f0015","MD7","m","low","10:15:35","8/01/2002",8,"2002","05/17/2022",4,28.3,28.2,28.6,NA,"W","med",83.32,NA,"","/01/2002",28.3666666666667
212.388483796296,11.2301350948429,0.994816062152176,8.69662631208661e-106,212.389525462963,"f0015","MD7","s","0","10:18:55","8/01/2002",8,"2002","05/17/2022",5,27,26.3,26.3,NA,"N","lg",183.85,NA,"","/01/2002",26.5333333333333
212.390451388889,12.2319328875892,0.999012189114403,1.51040882329556e-138,212.391493055556,"f0015","MD7","s","1","10:21:45","8/01/2002",8,"2002","05/17/2022",6,26.9,26.5,26.4,NA,"N","lg",183.85,NA,"","/01/2002",26.6
212.392592592593,6.85819929860735,0.998206827734601,9.14974967574738e-127,212.393634259259,"f0015","MD7","s","2","10:24:50","8/01/2002",8,"2002","05/17/2022",7,27.6,27.8,28.1,NA,"N","lg",183.85,NA,"","/01/2002",27.8333333333333
243.380555555556,12.3045463099605,0.99962818110674,7.43680577912444e-158,243.381597222222,"f0016","MD8","m","mid","10:07:30","9/01/2002",9,"2002","05/17/2022",1,37.4,37.1,36.9,NA,"N","med",83.32,NA,"Extender","/01/2002",37.1333333333333
243.38275462963,9.25569883136071,0.999493324566001,9.6948712976617e-152,243.383796296296,"f0016","MD8","m","low","10:10:40","9/01/2002",9,"2002","05/17/2022",2,34.7,34.2,34.5,NA,"E","med",83.32,NA,"Extender","/01/2002",34.4666666666667
243.384953703704,8.58627051388998,0.999567518939481,7.2081021174298e-155,243.38599537037,"f0016","MD8","m","mid","10:13:50","9/01/2002",9,"2002","05/17/2022",3,33.9,33.6,33,NA,"S","med",83.32,NA,"Extender","/01/2002",33.5
243.387037037037,20.9395648848593,0.996988023317634,1.62037390477884e-116,243.388078703704,"f0016","MD8","m","low","10:16:50","9/01/2002",9,"2002","05/17/2022",4,31.8,31.5,30.9,NA,"W","med",83.32,NA,"Extender","/01/2002",31.4
243.38900462963,16.2428445198859,0.998192259467148,1.32221803403891e-126,243.390046296296,"f0016","MD8","m","top","10:19:40","9/01/2002",9,"2002","05/17/2022",5,31.4,31.8,33,NA,"","med",83.32,NA,"Extender","/01/2002",32.0666666666667
243.391493055556,21.0406975485489,0.999362428148649,3.3685067228057e-147,243.392534722222,"f0016","MD8","s","0","10:23:15","9/01/2002",9,"2002","05/17/2022",6,36.6,38.2,38.2,NA,"N","lg",183.85,NA,"Extender","/01/2002",37.6666666666667
243.393634259259,10.6891902299086,0.998842319587233,2.06422758307362e-135,243.394675925926,"f0016","MD8","s","1","10:26:20","9/01/2002",9,"2002","05/17/2022",7,37.4,38.7,39,NA,"N","lg",183.85,NA,"Extender","/01/2002",38.3666666666667
243.395601851852,6.81860170612122,0.998743791124919,2.99211722457229e-135,243.396643518519,"f0016","MD8","s","2","10:29:10","9/01/2002",9,"2002","05/17/2022",8,39.5,40.9,40.7,NA,"N","lg",183.85,NA,"Extender","/01/2002",40.3666666666667
273.381018518519,7.99573567503352,0.999649179495278,5.28040116281027e-159,273.382060185185,"f0017","MD9","m","mid","10:08:10","10/01/2002",10,"2002","05/17/2022",1,33.2,32.5,32.6,NA,"N","med",83.32,NA,"Extender","/01/2002",32.7666666666667
273.383159722222,11.6781024969096,0.999692035657268,1.40624670545881e-161,273.384201388889,"f0017","MD9","m","low","10:11:15","10/01/2002",10,"2002","05/17/2022",2,31.9,32.8,33.2,NA,"E","med",83.32,NA,"Extender","/01/2002",32.6333333333333
273.385648148148,4.54756764623472,0.998673874694508,9.97943191515057e-133,273.386689814815,"f0017","MD9","m","mid","10:14:50","10/01/2002",10,"2002","05/17/2022",3,31.8,31.6,31.5,NA,"S","med",83.32,NA,"Extender","/01/2002",31.6333333333333
273.387673611111,12.2175285838007,0.997548911528941,1.37271891532465e-120,273.388715277778,"f0017","MD9","m","low","10:17:45","10/01/2002",10,"2002","05/17/2022",4,32.8,33.5,33.3,NA,"W","med",83.32,NA,"Extender","/01/2002",33.2
273.389641203704,2.28332324972208,0.998744819522229,8.17756750703986e-134,273.39068287037,"f0017","MD9","m","top","10:20:35","10/01/2002",10,"2002","05/17/2022",5,32.5,32.4,30.1,NA,"","med",83.32,NA,"Extender","/01/2002",31.6666666666667
304.421990740741,14.6361431889909,0.9990988394712,2.31694736385515e-140,304.423032407407,"f0018","MD9","s","0","10:07:10","11/01/2002",11,"2002","05/17/2022",6,33.3,33.3,33.5,NA,"N","lg",183.85,NA,"Extender","/01/2002",33.3666666666667
304.424652777778,10.5637771010126,0.998464381613982,7.89665387675522e-130,304.425694444444,"f0018","MD9","s","1","10:11:00","11/01/2002",11,"2002","05/17/2022",7,34.2,33.9,34,NA,"N","lg",183.85,NA,"Extender","/01/2002",34.0333333333333
304.426678240741,9.9683361843117,0.998707590624317,3.09175876271917e-133,304.427719907407,"f0018","MD9","s","2","10:13:55","11/01/2002",11,"2002","05/17/2022",8,32.7,32.8,33,NA,"N","lg",183.85,NA,"Extender","/01/2002",32.8333333333333
334.420659722222,3.28719029531646,0.999444612215879,1.48052230041544e-151,334.421701388889,"f0019","MD10","m","low","10:05:15","12/01/2002",12,"2002","05/17/2022",1,32,32.2,32.3,NA,"N","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1666666666667
334.422858796296,1.99545908105397,0.997482348708122,4.64580170125925e-120,334.423900462963,"f0019","MD10","m","mid","10:08:25","12/01/2002",12,"2002","05/17/2022",2,31.5,31.5,31.6,NA,"E","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.5333333333333
334.42494212963,2.45027430500673,0.998718882260158,2.07395915277494e-133,334.425983796296,"f0019","MD10","m","low","10:11:25","12/01/2002",12,"2002","05/17/2022",3,31.1,31.2,31.3,NA,"S","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",31.2
334.427199074074,2.12564821181592,0.99822622084677,5.57869799483076e-127,334.428240740741,"f0019","MD10","m","mid","10:14:40","12/01/2002",12,"2002","05/17/2022",4,31.9,32.2,32.3,NA,"W","med",83.32,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.1333333333333
334.429513888889,8.68837238056688,0.996208989462611,3.48660563393109e-113,334.430555555556,"f0019","MD10","s","0","10:18:00","12/01/2002",12,"2002","05/17/2022",5,32.5,32.2,32.2,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",32.3
334.431539351852,9.15625716691293,0.999129984166904,4.67624029330929e-141,334.432581018519,"f0019","MD10","s","1","10:20:55","12/01/2002",12,"2002","05/17/2022",6,34.7,34.6,33.5,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",34.2666666666667
334.433969907407,6.28401563417263,0.996835705565217,1.52931882728055e-115,334.435011574074,"f0019","MD10","s","2","10:24:25","12/01/2002",12,"2002","05/17/2022",7,30.2,30.8,31.3,NA,"N","lg",183.85,NA,"colony overtaken by ants, ant sample taken","/01/2002",30.7666666666667
365.422280092593,9.52876777750132,0.999507796909951,5.72282024628657e-154,365.423321759259,"f0020","MD11","m","mid","10:07:35","1/01/2003",1,"2003","05/17/2022",1,31.8,30.8,30.7,NA,"N","med",83.32,NA,"Extender","/01/2003",31.1
365.424305555556,2.52136535316542,0.993778800649382,3.49803820326429e-102,365.425347222222,"f0020","MD11","m","low","10:10:30","1/01/2003",1,"2003","05/17/2022",2,29.6,29.7,30.8,NA,"E","med",83.32,NA,"Extender","/01/2003",30.0333333333333
365.4265625,4.60893369697738,0.994859195234728,5.94616390536289e-106,365.427604166667,"f0020","MD11","m","mid","10:13:45","1/01/2003",1,"2003","05/17/2022",3,30.1,30,30.1,NA,"S","med",83.32,NA,"Extender","/01/2003",30.0666666666667
365.428819444444,11.3659475425889,0.998917671943038,9.65577362683999e-137,365.429861111111,"f0020","MD11","m","low","10:17:00","1/01/2003",1,"2003","05/17/2022",4,31.2,31.8,32.1,NA,"W","med",83.32,NA,"Extender","/01/2003",31.7
365.430902777778,5.18941161125371,0.998637921693698,3.37062420729917e-132,365.431944444444,"f0020","MD11","m","top","10:20:00","1/01/2003",1,"2003","05/17/2022",5,31.9,32.4,32.2,NA,"","med",83.32,NA,"Extender","/01/2003",32.1666666666667
365.433506944444,9.93476055422377,0.994730441467652,1.32313317424821e-106,365.434548611111,"f0020","MD11","s","0","10:23:45","1/01/2003",1,"2003","05/17/2022",6,30.9,30.5,30.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",30.6333333333333
365.435648148148,6.1498602743859,0.997864008828356,2.62093183272354e-123,365.436689814815,"f0020","MD11","s","1","10:26:50","1/01/2003",1,"2003","05/17/2022",7,31.5,32.2,32.6,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.1
365.437847222222,8.04070070542984,0.99922764395927,2.07533809556313e-143,365.438888888889,"f0020","MD11","s","2","10:30:00","1/01/2003",1,"2003","05/17/2022",8,31.7,33.1,32.3,NA,"N","lg",183.85,NA,"Extender","/01/2003",32.3666666666667
396.422511574074,28.5880465834976,0.994997937444574,1.71228719668841e-106,396.423553240741,"f0022","MD12","m","mid","10:07:55","2/01/2003",2,"2003","05/18/2022",1,25.7,24.3,24.2,NA,"N","med",83.32,NA,"Extender","/01/2003",24.7333333333333
396.424479166667,13.7290540819396,0.999664393814621,7.02361363033536e-160,396.425520833333,"f0022","MD12","m","low","10:10:45","2/01/2003",2,"2003","05/18/2022",2,24.3,24.3,24.6,NA,"E","med",83.32,NA,"Extender","/01/2003",24.4
396.426678240741,24.6108444202769,0.999821918341364,2.11075268143595e-172,396.427719907407,"f0022","MD12","m","mid","10:13:55","2/01/2003",2,"2003","05/18/2022",3,25,27.2,28.2,NA,"S","med",83.32,NA,"Extender","/01/2003",26.8
396.428703703704,10.9268825527921,0.998924119328691,7.3573562227752e-137,396.42974537037,"f0022","MD12","m","low","10:16:50","2/01/2003",2,"2003","05/18/2022",4,25.2,25.5,26,NA,"W","med",83.32,NA,"Extender","/01/2003",25.5666666666667
396.430671296296,12.1477542026194,0.997709996330914,6.22672233631123e-122,396.431712962963,"f0022","MD12","m","top","10:19:40","2/01/2003",2,"2003","05/18/2022",5,25.9,26.6,27.2,NA,"","med",83.32,NA,"Extender","/01/2003",26.5666666666667
396.432986111111,20.7498786311416,0.997383154813295,1.37155202771466e-120,396.434027777778,"f0022","MD12","s","0","10:23:00","2/01/2003",2,"2003","05/18/2022",6,28.9,26.9,26.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.5666666666667
396.435011574074,7.90864862985782,0.998272536056811,1.67379679637836e-127,396.436053240741,"f0022","MD12","s","1","10:25:55","2/01/2003",2,"2003","05/18/2022",7,27.7,27.9,28,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.8666666666667
396.437152777778,7.26355891451149,0.998372322028486,1.11670510759465e-128,396.438194444444,"f0022","MD12","s","2","10:29:00","2/01/2003",2,"2003","05/18/2022",8,26.2,26.1,26.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",26.2666666666667
424.422511574074,9.2857512210957,0.99836581010296,1.33917858657575e-128,424.423553240741,"f0023","MD13","m","mid","10:07:55","3/01/2003",3,"2003","05/18/2022",1,28.9,27.9,28.1,NA,"N","med",83.32,NA,"","/01/2003",28.3
424.424421296296,6.02738603409908,0.993874390697545,1.72911789209965e-102,424.425462962963,"f0023","MD13","m","low","10:10:40","3/01/2003",3,"2003","05/18/2022",2,29.3,30.5,31.8,NA,"E","med",83.32,NA,"","/01/2003",30.5333333333333
424.426446759259,8.29106695281553,0.999074727183019,7.70369393139447e-140,424.427488425926,"f0023","MD13","m","mid","10:13:35","3/01/2003",3,"2003","05/18/2022",3,28.6,28.7,29.2,NA,"S","med",83.32,NA,"","/01/2003",28.8333333333333
424.428645833333,6.87856352482596,0.999683161016923,9.06795723105048e-163,424.4296875,"f0023","MD13","m","low","10:16:45","3/01/2003",3,"2003","05/18/2022",4,29.8,29.8,30.2,NA,"W","med",83.32,NA,"","/01/2003",29.9333333333333
424.430497685185,4.5935012942737,0.999026036041583,7.94574519065378e-139,424.431539351852,"f0023","MD13","m","top","10:19:25","3/01/2003",3,"2003","05/18/2022",5,30.6,31.1,30.9,NA,"","med",83.32,NA,"","/01/2003",30.8666666666667
424.432638888889,15.6701090706782,0.997222621989568,4.04770985932089e-118,424.433680555556,"f0023","MD13","s","0","10:22:30","3/01/2003",3,"2003","05/18/2022",6,31.1,29.6,29.5,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667
424.434548611111,10.1808365764601,0.998856791147735,3.91638827491487e-137,424.435590277778,"f0023","MD13","s","1","10:25:15","3/01/2003",3,"2003","05/18/2022",7,29.6,29.7,29.9,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333
424.436458333333,9.16354299429611,0.999071346603173,2.7563315228449e-141,424.4375,"f0023","MD13","s","2","10:28:00","3/01/2003",3,"2003","05/18/2022",8,28.5,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2003",28.4666666666667
455.42337962963,15.3177256448572,0.998186651698751,1.52232670534273e-126,455.424421296296,"f0025","MD14","m","mid","10:09:10","4/01/2003",4,"2003","05/18/2022",1,33.5,34.3,34.1,NA,"N","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.9666666666667
455.425694444444,13.6576325235051,0.98206761972389,2.9214376144202e-81,455.426736111111,"f0025","MD14","m","low","10:12:30","4/01/2003",4,"2003","05/18/2022",2,33.1,29.9,29.8,NA,"E","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",30.9333333333333
455.427893518519,29.0127399114382,0.999701687026604,5.6734589004808e-164,455.428935185185,"f0025","MD14","m","mid","10:15:40","4/01/2003",4,"2003","05/18/2022",3,33.1,33.7,32.2,NA,"S","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33
455.429976851852,46.9201184341148,0.997710673725277,6.14346329289021e-122,455.431018518518,"f0025","MD14","m","low","10:18:40","4/01/2003",4,"2003","05/18/2022",4,31.4,31.8,31.7,NA,"W","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",31.6333333333333
455.433159722222,12.7993002167119,0.998068085034564,2.717011370336e-125,455.434201388889,"f0025","MD14","m","top","10:23:15","4/01/2003",4,"2003","05/18/2022",5,32.5,32.4,33,NA,"","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",32.6333333333333
455.435532407407,28.4231462495007,0.997258401141307,2.24381743017127e-118,455.436574074074,"f0025","MD14","s","0","10:26:40","4/01/2003",4,"2003","05/18/2022",6,41.3,42.5,42.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",42.1666666666667
455.43755787037,13.156538201103,0.976397695246301,7.86549231213887e-76,455.438599537037,"f0025","MD14","s","1","10:29:35","4/01/2003",4,"2003","05/18/2022",7,35.6,34.8,34.9,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",35.1
455.439641203704,11.7279747966513,0.996333370930468,1.24782653259405e-112,455.44068287037,"f0025","MD14","s","2","10:32:35","4/01/2003",4,"2003","05/18/2022",8,33.5,33.4,33.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.5333333333333
485.381018518519,3.08037489265621,0.990762992170526,2.16410541201482e-95,485.382060185185,"f0026","MD15","m","mid","10:08:10","5/01/2003",5,"2003","05/18/2022",1,38.3,39.5,39.8,NA,"N","med",83.32,NA,"","/01/2003",39.2
485.382928240741,0.146496718235884,0.8606121609963,1.03586138750109e-40,485.383969907407,"f0026","MD15","m","mid","10:10:55","5/01/2003",5,"2003","05/18/2022",2,36.7,35.9,35.8,NA,"S","med",83.32,NA,"","/01/2003",36.1333333333333
485.385185185185,8.39843666105651,0.998883773098322,3.92827284376947e-136,485.386226851852,"f0026","MD15","s","0","10:14:10","5/01/2003",5,"2003","05/18/2022",3,37.3,35.6,35.8,NA,"N","lg",183.85,NA,"","/01/2003",36.2333333333333
