"sample","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","species_s","ID_mound","precip_1mo","precip_2mo","precip_3mo"
"MD11",365.428819444444,"2024-04-12 15:54:00",365.429861111111,"f0020","m","low","1/01/2003",1,2003,"05/17/2022",4,31.2,31.8,32.1,NA,"W","med",83.32,NA,"Extender","/01/2003",31.7,"may22","Nasuti","MD11-4",1364.13196625721,1364131.96625721,14782.7125955624,0.010836717386018,0.998917671942326,0.999190895542729,9.65577391581206e-137,1.72031219812219e-142,NA,NA,"N. magnus","MD11-may22",129.9,177.9,273.4
"MD11",365.430902777778,"2024-04-12 15:54:00",365.431944444444,"f0020","m","top","1/01/2003",1,2003,"05/17/2022",5,31.9,32.4,32.2,NA,"","med",83.32,NA,"Extender","/01/2003",32.1666666666667,"may22","Nasuti","MD11-5",622.829045992546,622829.045992546,8624.36275362464,0.0138470785990412,0.99863792169362,0.998474796886782,3.37062421602983e-132,5.79375553063757e-130,NA,NA,"N. magnus","MD11-may22",129.9,177.9,273.4
"MD12",396.422511574074,"2024-04-12 08:47:00",396.423553240741,"f0022","m","mid","2/01/2003",2,2003,"05/18/2022",1,25.7,24.3,24.2,NA,"N","med",83.32,NA,"Extender","/01/2003",24.7333333333333,"may22","Copto","MD12-1",3431.11456834239,3431114.56834239,2869.43646086172,0.000836298643984942,0.994997937444701,0.99405470167143,1.71228719471499e-106,4.44011652800605e-103,NA,NA,"C. acinaciformis","MD12-may22",129.9,177.9,273.4
"MD12",396.424479166667,"2024-04-12 08:47:00",396.425520833333,"f0022","m","low","2/01/2003",2,2003,"05/18/2022",2,24.3,24.3,24.6,NA,"E","med",83.32,NA,"Extender","/01/2003",24.4,"may22","Copto","MD12-2",1647.75012985613,1647750.12985613,333.369120916777,0.00020231776340135,0.999664393814638,0.988812442824842,7.02361361427043e-160,1.3837931559699e-90,NA,NA,"C. acinaciformis","MD12-may22",129.9,177.9,273.4
"MD12",396.426678240741,"2024-04-12 08:47:00",396.427719907407,"f0022","m","mid","2/01/2003",2,2003,"05/18/2022",3,25,27.2,28.2,NA,"S","med",83.32,NA,"Extender","/01/2003",26.8,"may22","Copto","MD12-3",2953.77393428982,2953773.93428982,1016.80867074211,0.000344240518523833,0.999821918341505,0.998952828262927,2.11075260581641e-172,2.14913596423735e-137,NA,NA,"C. acinaciformis","MD12-may22",129.9,177.9,273.4
"MD12",396.428703703704,"2024-04-12 08:47:00",396.42974537037,"f0022","m","low","2/01/2003",2,2003,"05/18/2022",4,25.2,25.5,26,NA,"W","med",83.32,NA,"Extender","/01/2003",25.5666666666667,"may22","Copto","MD12-4",1311.43573603675,1311435.73603675,556.963118043652,0.000424697225139551,0.998924119329279,0.996524528381169,7.35735603962151e-137,1.09167018743904e-113,NA,NA,"C. acinaciformis","MD12-may22",129.9,177.9,273.4
"MD12",396.430671296296,"2024-04-12 08:47:00",396.431712962963,"f0022","m","top","2/01/2003",2,2003,"05/18/2022",5,25.9,26.6,27.2,NA,"","med",83.32,NA,"Extender","/01/2003",26.5666666666667,"may22","Copto","MD12-5",1457.9637785377,1457963.7785377,533.333395397862,0.000365807027066737,0.997709996330977,0.994147386158546,6.22672232857657e-122,2.17216337329726e-103,NA,NA,"C. acinaciformis","MD12-may22",129.9,177.9,273.4
"MD13",424.422511574074,"2024-04-12 09:49:00",424.423553240741,"f0023","m","mid","3/01/2003",3,2003,"05/18/2022",1,28.9,27.9,28.1,NA,"N","med",83.32,NA,"","/01/2003",28.3,"may22","Copto","MD13-1",1114.46846146943,1114468.46146943,2215.49348595611,0.00198793735538732,0.998365810104641,0.998507890551999,1.33917852389289e-128,2.13537669496657e-130,NA,NA,"C. acinaciformis","MD13-may22",129.9,177.9,273.4
"MD13",424.424421296296,"2024-04-12 09:49:00",424.425462962963,"f0023","m","low","3/01/2003",3,2003,"05/18/2022",2,29.3,30.5,31.8,NA,"E","med",83.32,NA,"","/01/2003",30.5333333333333,"may22","Copto","MD13-2",723.402068419654,723402.068419654,1196.06438008637,0.00165338811195176,0.993874390698103,0.994711227407627,1.72911788493775e-102,2.16272147906743e-105,NA,NA,"C. acinaciformis","MD13-may22",129.9,177.9,273.4
"MD13",424.426446759259,"2024-04-12 09:49:00",424.427488425926,"f0023","m","mid","3/01/2003",3,2003,"05/18/2022",3,28.6,28.7,29.2,NA,"S","med",83.32,NA,"","/01/2003",28.8333333333333,"may22","Copto","MD13-3",995.087248299003,995087.248299003,1467.33424327393,0.00147457848121578,0.999074727182999,0.9991522243063,7.70369393910516e-140,1.43942884506262e-141,NA,NA,"C. acinaciformis","MD13-may22",129.9,177.9,273.4
"MD13",424.428645833333,"2024-04-12 09:49:00",424.4296875,"f0023","m","low","3/01/2003",3,2003,"05/18/2022",4,29.8,29.8,30.2,NA,"W","med",83.32,NA,"","/01/2003",29.9333333333333,"may22","Copto","MD13-4",825.559712538783,825559.712538783,3421.78220003242,0.00414480279023024,0.99968316101653,0.999732844717533,9.06795774797343e-163,3.54859176476591e-166,NA,NA,"C. acinaciformis","MD13-may22",129.9,177.9,273.4
"MD13",424.430497685185,"2024-04-12 09:49:00",424.431539351852,"f0023","m","top","3/01/2003",3,2003,"05/18/2022",5,30.6,31.1,30.9,NA,"","med",83.32,NA,"","/01/2003",30.8666666666667,"may22","Copto","MD13-5",551.308364653349,551308.364653349,812.338720469487,0.001473474324991,0.999026036041408,0.998709148777304,7.94574525566191e-139,2.92662709244988e-133,NA,NA,"C. acinaciformis","MD13-may22",129.9,177.9,273.4
"MD14",455.42337962963,"2024-04-12 10:43:00",455.424421296296,"f0025","m","mid","4/01/2003",4,2003,"05/18/2022",1,33.5,34.3,34.1,NA,"N","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.9666666666667,"may22","Copto","MD14-1",1838.42122476597,1838421.22476597,311.871059941526,0.000169640698083883,0.998186651699444,0.993613503214828,1.52232667887372e-126,1.15356022735724e-101,NA,NA,"C. acinaciformis","MD14-may22",129.9,177.9,273.4
"MD14",455.425694444444,"2024-04-12 10:43:00",455.426736111111,"f0025","m","low","4/01/2003",4,2003,"05/18/2022",2,33.1,29.9,29.8,NA,"E","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",30.9333333333333,"may22","Copto","MD14-2",1639.17817131165,1639178.17131165,391.913195174345,0.000239091272708165,0.982067619722429,0.985537980358874,2.92143762525239e-81,1.63960101824792e-85,NA,NA,"C. acinaciformis","MD14-may22",129.9,177.9,273.4
"MD14",455.427893518519,"2024-04-12 10:43:00",455.428935185185,"f0025","m","mid","4/01/2003",4,2003,"05/18/2022",3,33.1,33.7,32.2,NA,"S","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33,"may22","Copto","MD14-3",3482.0859230971,3482085.9230971,5506.98394853082,0.00158151868453398,0.999701687026812,0.999697800890937,5.67345871839192e-164,1.02900271554067e-163,NA,NA,"C. acinaciformis","MD14-may22",129.9,177.9,273.4
"MD14",455.429976851852,"2024-04-12 10:43:00",455.431018518518,"f0025","m","low","4/01/2003",4,2003,"05/18/2022",4,31.4,31.8,31.7,NA,"W","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",31.6333333333333,"may22","Copto","MD14-4",5631.31522280775,5631315.22280775,6789.49593104915,0.00120566788794749,0.997710673725539,0.998114602575753,6.14346326081957e-122,8.96312857364632e-126,NA,NA,"C. acinaciformis","MD14-may22",129.9,177.9,273.4
"MD14",455.433159722222,"2024-04-12 10:43:00",455.434201388889,"f0025","m","top","4/01/2003",4,2003,"05/18/2022",5,32.5,32.4,33,NA,"","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",32.6333333333333,"may22","Copto","MD14-5",1536.16181188515,1536161.81188515,1448.92188559622,0.000943209155693129,0.998068085035853,0.998764444918765,2.71701128780764e-125,3.99222503209243e-134,NA,NA,"C. acinaciformis","MD14-may22",129.9,177.9,273.4
"MD15",485.422685185185,"2024-04-12 12:07:00",485.423726851852,"f0026","m","mid","5/01/2003",5,2003,"05/18/2022",1,38.3,39.5,39.8,NA,"N","med",83.32,NA,"","/01/2003",39.2,"may22","Ami","MD15-1",369.704139837204,369704.139837204,7252.99879199894,0.0196183867326796,0.990762992158596,0.995184502977961,2.16410554060811e-95,2.09596161209055e-108,NA,NA,"A. laurensis","MD15-may22",129.9,177.9,273.4
"MD15",485.424594907407,"2024-04-12 12:07:00",485.425636574074,"f0026","m","mid","5/01/2003",5,2003,"05/18/2022",2,36.7,35.9,35.8,NA,"S","med",83.32,NA,"","/01/2003",36.1333333333333,"may22","Ami","MD15-2",17.5824193791413,17582.4193791413,4033.16454005746,0.229386209775098,0.860612160941934,0.997354101233777,1.035861405916e-40,4.45523768163661e-119,NA,NA,"A. laurensis","MD15-may22",129.9,177.9,273.4
"MD16",516.423784722222,NA,516.424826388889,"f0027","m","mid","6/01/2003",6,2003,"05/18/2022",1,35.9,37.8,37.5,NA,"N","med",83.32,NA,"Extender","/01/2003",37.0666666666667,"may22","Copto","MD16-1",416.459084747049,416459.084747049,39.9030838359995,9.58151359820522e-05,0.998785062515617,0.861566502808427,1.85647223114806e-134,7.57371286945481e-41,NA,NA,"C. acinaciformis","MD16-may22",129.9,177.9,273.4
"MD16",516.425868055556,NA,516.426909722222,"f0027","m","low","6/01/2003",6,2003,"05/18/2022",2,34,33.9,34.7,NA,"E","med",83.32,NA,"Extender","/01/2003",34.2,"may22","Copto","MD16-2",2009.43358063135,2009433.58063135,2806.24340124013,0.00139653454002616,0.998993020020418,0.999170069105061,3.62149911608394e-138,5.46777439966873e-142,NA,NA,"C. acinaciformis","MD16-may22",129.9,177.9,273.4
"MD16",516.427951388889,NA,516.428993055556,"f0027","m","mid","6/01/2003",6,2003,"05/18/2022",3,34.3,33.5,32.9,NA,"S","med",83.32,NA,"Extender","/01/2003",33.5666666666667,"may22","Copto","MD16-3",1568.09764764405,1568097.64764405,909.810943354195,0.000580200438870065,0.997793887192563,0.997832072086177,5.32366011295247e-124,2.38445852079195e-124,NA,NA,"C. acinaciformis","MD16-may22",129.9,177.9,273.4
"MD16",516.429976851852,NA,516.431018518518,"f0027","m","low","6/01/2003",6,2003,"05/18/2022",4,35.9,37.9,37.9,NA,"W","med",83.32,NA,"Extender","/01/2003",37.2333333333333,"may22","Copto","MD16-4",1819.15217129241,1819152.17129241,2141.27267388174,0.00117707177424332,0.999148172411618,0.99929718325731,1.78817395219374e-141,2.83590157190407e-145,NA,NA,"C. acinaciformis","MD16-may22",129.9,177.9,273.4
"MD16",516.432060185185,NA,516.433101851852,"f0027","m","top","6/01/2003",6,2003,"05/18/2022",5,35.1,35.2,35.3,NA,"","med",83.32,NA,"Extender","/01/2003",35.2,"may22","Copto","MD16-5",552.40368754661,552403.68754661,360.819067157396,0.00065318004801869,0.999063007798442,0.997162132043747,1.36587946887758e-139,1.0788833143543e-117,NA,NA,"C. acinaciformis","MD16-may22",129.9,177.9,273.4
"MD2",59.4191782407407,"2024-04-12 14:07:00",59.4202199074074,"f0009","m","mid","3/01/2002",3,2002,"05/16/2022",1,36,36.4,36.2,NA,"N","med",83.32,NA,"","/01/2002",36.2,"may22","Copto","MD2-1",484.015072171389,484015.072171389,1127.21074000257,0.00232887528676674,0.984611168011383,0.989177336358275,2.76935342210242e-84,3.06014813127015e-91,NA,NA,"C. acinaciformis","MD2-may22",129.9,177.9,273.4
"MD2",59.4215277777778,"2024-04-12 14:07:00",59.4225694444444,"f0009","m","low","3/01/2002",3,2002,"05/16/2022",2,35,34.5,35.5,NA,"E","med",83.32,NA,"","/01/2002",35,"may22","Copto","MD2-2",1934.74410564965,1934744.10564965,2380.650467828,0.00123047304337367,0.999482246723075,0.999520331840737,2.59373899886075e-151,8.01934206404888e-153,NA,NA,"C. acinaciformis","MD2-may22",129.9,177.9,273.4
"MD2",59.4237847222222,"2024-04-12 14:07:00",59.4248263888889,"f0009","m","mid","3/01/2002",3,2002,"05/16/2022",3,35.2,34.7,34.3,NA,"S","med",83.32,NA,"","/01/2002",34.7333333333333,"may22","Copto","MD2-3",956.674506917604,956674.506917604,847.280462152116,0.0008856517614147,0.999025092472268,0.998459697662141,8.30365506671847e-139,9.07038335864032e-130,NA,NA,"C. acinaciformis","MD2-may22",129.9,177.9,273.4
"MD2",59.4262152777778,"2024-04-12 14:07:00",59.4272569444444,"f0009","m","low","3/01/2002",3,2002,"05/16/2022",4,34.9,34.4,34.5,NA,"W","med",83.32,NA,"","/01/2002",34.6,"may22","Copto","MD2-4",1373.23775102696,1373237.75102696,2873.38757048043,0.00209241813249861,0.999585456851495,0.999356118634224,1.04890852292957e-155,5.27265797898402e-147,NA,NA,"C. acinaciformis","MD2-may22",129.9,177.9,273.4
"MD2",59.4286458333333,"2024-04-12 14:07:00",59.4296875,"f0009","m","top","3/01/2002",3,2002,"05/16/2022",5,36.3,36.8,36.8,NA,"","med",83.32,NA,"","/01/2002",36.6333333333333,"may22","Copto","MD2-5",927.703898075324,927703.898075324,1538.16072849449,0.00165802982146099,0.999577517862712,0.999457648645092,2.48654345711148e-155,2.14345677911194e-150,NA,NA,"C. acinaciformis","MD2-may22",129.9,177.9,273.4
"MD21",669.422048611111,"2024-04-12 09:42:00",669.423090277778,"f0034","m","mid","11/01/2003",11,2003,"05/19/2022",1,28.9,27.8,27.5,NA,"N","med",83.32,NA,"","/01/2003",28.0666666666667,"may22","Ami","MD21-1",134.700663809244,134700.663809244,953.229286760759,0.00707664876923452,0.997959121164054,0.999298106071176,3.29870857904777e-124,2.67133324712762e-145,NA,NA,"A. laurensis","MD21-may22",129.9,177.9,273.4
"MD21",669.423958333333,"2024-04-12 09:42:00",669.425,"f0034","m","low","11/01/2003",11,2003,"05/19/2022",2,28.7,29,29.7,NA,"S","med",83.32,NA,"","/01/2003",29.1333333333333,"may22","Ami","MD21-2",209.152060708454,209152.060708454,1431.73214323914,0.0068454125595965,0.99839854124931,0.999451626334046,5.33376345386097e-129,3.5426455844377e-150,NA,NA,"A. laurensis","MD21-may22",129.9,177.9,273.4
"MD21",669.425810185185,"2024-04-12 09:42:00",669.426851851852,"f0034","m","mid","11/01/2003",11,2003,"05/19/2022",3,28,28.3,28.4,NA,"W","med",83.32,NA,"","/01/2003",28.2333333333333,"may22","Ami","MD21-3",136.441842894109,136441.842894109,542.257260478845,0.00397427393955449,0.997753439746257,0.997880453816641,2.60481194496989e-122,1.84386158678393e-123,NA,NA,"A. laurensis","MD21-may22",129.9,177.9,273.4
"MD22",699.423206018518,"2024-04-12 10:27:00",699.424247685185,"f0035","m","mid","12/01/2003",12,2003,"05/19/2022",1,29.2,29.4,29.4,NA,"E","med",83.32,NA,"","/01/2003",29.3333333333333,"may22","Ami","MD22-1",204.487365430637,204487.365430637,741.955372364062,0.00362836780062941,0.999237212849182,0.999425248033663,1.17690575160555e-143,3.00406704024946e-149,NA,NA,"A. laurensis","MD22-may22",129.9,177.9,273.4
"MD22",699.425231481481,"2024-04-12 10:27:00",699.426273148148,"f0035","m","low","12/01/2003",12,2003,"05/19/2022",2,28.2,27.9,27.9,NA,"W","med",83.32,NA,"","/01/2003",28,"may22","Ami","MD22-2",186.718996216116,186718.996216116,921.790857801228,0.0049367813478084,0.990061034008978,0.999259414965916,6.34414686619567e-93,3.06932636209135e-144,NA,NA,"A. laurensis","MD22-may22",129.9,177.9,273.4
"MD23",730.422222222222,"2024-04-12 11:01:00",730.423263888889,"f0036","m","mid","1/01/2004",1,2004,"05/19/2022",1,33,32.3,32.1,NA,"N","med",83.32,NA,"","/01/2004",32.4666666666667,"may22","Ami","MD23-1",217.685318034201,217685.318034201,967.477707417357,0.00444438658589439,0.99933266264713,0.999390862191739,6.90077510633128e-148,1.03731608314473e-149,NA,NA,"A. laurensis","MD23-may22",129.9,177.9,273.4
"MD23",730.424594907407,"2024-04-12 11:01:00",730.425636574074,"f0036","m","low","1/01/2004",1,2004,"05/19/2022",2,34.6,33.8,33.8,NA,"E","med",83.32,NA,"","/01/2004",34.0666666666667,"may22","Ami","MD23-2",186.792902062045,186792.902062045,929.039950679122,0.00497363625931853,0.997433350062008,0.998925416364012,1.11674605691217e-119,6.96441837125927e-137,NA,NA,"A. laurensis","MD23-may22",129.9,177.9,273.4
"MD23",730.42662037037,"2024-04-12 11:01:00",730.427662037037,"f0036","m","mid","1/01/2004",1,2004,"05/19/2022",3,30.4,29.4,29.1,NA,"S","med",83.32,NA,"","/01/2004",29.6333333333333,"may22","Ami","MD23-3",144.346506189882,144346.506189882,777.472131492119,0.0053861513660011,0.997098447289366,0.998670716458727,1.58666385097487e-118,4.0323626264087e-134,NA,NA,"A. laurensis","MD23-may22",129.9,177.9,273.4
"MD23",730.428587962963,"2024-04-12 11:01:00",730.42962962963,"f0036","m","low","1/01/2004",1,2004,"05/19/2022",4,29.4,29.6,29.6,NA,"W","med",83.32,NA,"","/01/2004",29.5333333333333,"may22","Ami","MD23-4",261.091551832855,261091.551832855,826.934790204487,0.00316722155274435,0.997769038764969,0.999254854562365,8.91197151227193e-124,1.10182492569084e-145,NA,NA,"A. laurensis","MD23-may22",129.9,177.9,273.4
"MD24",761.423611111111,"2024-04-12 12:13:00",761.424652777778,"f0037","m","mid","2/01/2004",2,2004,"05/19/2022",1,36.6,34.6,34.1,NA,"N","med",83.32,NA,"","/01/2004",35.1,"may22","Ami","MD24-1",124.47899694287,124478.99694287,450.108052832291,0.00361593573122114,0.996079074924827,0.99788147451096,2.63778692645375e-111,1.80388952626806e-123,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.425520833333,"2024-04-12 12:13:00",761.4265625,"f0037","m","low","2/01/2004",2,2004,"05/19/2022",2,33.4,33.1,32.9,NA,"E","med",83.32,NA,"","/01/2004",33.1333333333333,"may22","Ami","MD24-2",131.94222274966,131942.22274966,1474.22018258104,0.0111732253092185,0.995780927939476,0.99877955803369,4.78347963043006e-111,7.92343812114275e-136,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.427662037037,"2024-04-12 12:13:00",761.428703703704,"f0037","m","mid","2/01/2004",2,2004,"05/19/2022",3,32.4,32.3,32,NA,"S","med",83.32,NA,"","/01/2004",32.2333333333333,"may22","Ami","MD24-3",126.31225697757,126312.25697757,440.128391315277,0.00348444720921607,0.99684314087639,0.99749320187019,1.37407282595379e-115,3.81672208105615e-120,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD24",761.429513888889,"2024-04-12 12:13:00",761.430555555556,"f0037","m","low","2/01/2004",2,2004,"05/19/2022",4,32.1,32.1,31.8,NA,"W","med",83.32,NA,"","/01/2004",32,"may22","Ami","MD24-4",89.9361315126976,89936.1315126976,483.165591267314,0.00537231903508212,0.993606599148949,0.995298970891667,1.21169137493579e-101,1.01626325975544e-107,NA,NA,"A. laurensis","MD24-may22",129.9,177.9,273.4
"MD25",790.422569444444,"2024-04-12 14:22:00",790.423611111111,"f0038","m","mid","3/01/2004",3,2004,"05/19/2022",1,34,35.6,36,NA,"N","med",83.32,NA,"Extender","/01/2004",35.2,"may22","Nasuti","MD25-1",895.427968424806,895427.968424806,4450.66198449821,0.0049704299412577,0.995606207808227,0.996239394420879,4.69201830405787e-109,3.94689937997022e-112,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.424652777778,"2024-04-12 14:22:00",790.425694444444,"f0038","m","low","3/01/2004",3,2004,"05/19/2022",2,32.6,33.9,34.5,NA,"E","med",83.32,NA,"Extender","/01/2004",33.6666666666667,"may22","Nasuti","MD25-2",615.458973117323,615458.973117323,3718.41231790333,0.00604168999124252,0.999186077357588,0.99958293144325,2.25388476169569e-142,1.38278240450096e-155,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.42662037037,"2024-04-12 14:22:00",790.427662037037,"f0038","m","mid","3/01/2004",3,2004,"05/19/2022",3,37.1,36.9,36.5,NA,"S","med",83.32,NA,"Extender","/01/2004",36.8333333333333,"may22","Nasuti","MD25-3",374.265940181008,374265.940181008,2181.52165094381,0.00582880090528342,0.998101388152878,0.998699475340209,1.23161946962e-125,4.11053823045576e-133,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.428703703704,"2024-04-12 14:22:00",790.42974537037,"f0038","m","low","3/01/2004",3,2004,"05/19/2022",4,33.5,32.9,32.7,NA,"W","med",83.32,NA,"Extender","/01/2004",33.0333333333333,"may22","Nasuti","MD25-4",843.930924596056,843930.924596056,4208.83801624604,0.00498718306626882,0.998466930737438,0.9987725619653,7.32171940953333e-130,2.95779432045224e-134,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
"MD25",790.430613425926,"2024-04-12 14:22:00",790.431655092593,"f0038","m","top","3/01/2004",3,2004,"05/19/2022",5,33.1,34.1,34.7,NA,"","med",83.32,NA,"Extender","/01/2004",33.9666666666667,"may22","Nasuti","MD25-5",444.953355466833,444953.355466833,1663.58863340063,0.00373879332060602,0.998055786069254,0.998815417246209,3.62655335552279e-125,5.87089166281567e-135,NA,NA,"N. magnus","MD25-may22",129.9,177.9,273.4
