"sample","Time_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","file","flux_source","position","flux_start","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species"
"MD12",396.430671296296,1457.9637785377,0.997709996330977,6.22672232857657e-122,396.431712962963,"f0022","m","top","10:19:40","2/01/2003",2,"2003","05/18/2022",5,25.9,26.6,27.2,NA,"","med",83.32,NA,"Extender","/01/2003",26.5666666666667,"may22","Copto"
"MD12",396.432986111111,1128.63087468797,0.997383154813528,1.37155202208591e-120,396.434027777778,"f0022","s","0","10:23:00","2/01/2003",2,"2003","05/18/2022",6,28.9,26.9,26.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.5666666666667,"may22","Copto"
"MD12",396.435011574074,430.168541193672,0.998272536056957,1.67379678993906e-127,396.436053240741,"f0022","s","1","10:25:55","2/01/2003",2,"2003","05/18/2022",7,27.7,27.9,28,NA,"N","lg",183.85,NA,"Extender","/01/2003",27.8666666666667,"may22","Copto"
"MD12",396.437152777778,395.08071332719,0.998372322028584,1.11670510452502e-128,396.438194444444,"f0022","s","2","10:29:00","2/01/2003",2,"2003","05/18/2022",8,26.2,26.1,26.5,NA,"N","lg",183.85,NA,"Extender","/01/2003",26.2666666666667,"may22","Copto"
"MD13",424.422511574074,1114.46846146943,0.998365810104641,1.33917852389289e-128,424.423553240741,"f0023","m","mid","10:07:55","3/01/2003",3,"2003","05/18/2022",1,28.9,27.9,28.1,NA,"N","med",83.32,NA,"","/01/2003",28.3,"may22","Copto"
"MD13",424.424421296296,723.402068419654,0.993874390698103,1.72911788493775e-102,424.425462962963,"f0023","m","low","10:10:40","3/01/2003",3,"2003","05/18/2022",2,29.3,30.5,31.8,NA,"E","med",83.32,NA,"","/01/2003",30.5333333333333,"may22","Copto"
"MD13",424.426446759259,995.087248299003,0.999074727182999,7.70369393910516e-140,424.427488425926,"f0023","m","mid","10:13:35","3/01/2003",3,"2003","05/18/2022",3,28.6,28.7,29.2,NA,"S","med",83.32,NA,"","/01/2003",28.8333333333333,"may22","Copto"
"MD13",424.428645833333,825.559712538783,0.99968316101653,9.06795774797343e-163,424.4296875,"f0023","m","low","10:16:45","3/01/2003",3,"2003","05/18/2022",4,29.8,29.8,30.2,NA,"W","med",83.32,NA,"","/01/2003",29.9333333333333,"may22","Copto"
"MD13",424.430497685185,551.308364653349,0.999026036041408,7.94574525566191e-139,424.431539351852,"f0023","m","top","10:19:25","3/01/2003",3,"2003","05/18/2022",5,30.6,31.1,30.9,NA,"","med",83.32,NA,"","/01/2003",30.8666666666667,"may22","Copto"
"MD13",424.432638888889,852.331197762368,0.997222621990861,4.04770977358587e-118,424.433680555556,"f0023","s","0","10:22:30","3/01/2003",3,"2003","05/18/2022",6,31.1,29.6,29.5,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667,"may22","Copto"
"MD13",424.434548611111,553.757768639212,0.998856791147665,3.91638828593786e-137,424.435590277778,"f0023","s","1","10:25:15","3/01/2003",3,"2003","05/18/2022",7,29.6,29.7,29.9,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333,"may22","Copto"
"MD13",424.436458333333,498.424965669731,0.999071346605232,2.75633124160638e-141,424.4375,"f0023","s","2","10:28:00","3/01/2003",3,"2003","05/18/2022",8,28.5,28.3,28.6,NA,"N","lg",183.85,NA,"","/01/2003",28.4666666666667,"may22","Copto"
"MD14",455.42337962963,1838.42122476597,0.998186651699444,1.52232667887372e-126,455.424421296296,"f0025","m","mid","10:09:10","4/01/2003",4,"2003","05/18/2022",1,33.5,34.3,34.1,NA,"N","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.9666666666667,"may22","Copto"
"MD14",455.425694444444,1639.17817131165,0.982067619722429,2.92143762525239e-81,455.426736111111,"f0025","m","low","10:12:30","4/01/2003",4,"2003","05/18/2022",2,33.1,29.9,29.8,NA,"E","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",30.9333333333333,"may22","Copto"
"MD14",455.427893518519,3482.0859230971,0.999701687026812,5.67345871839192e-164,455.428935185185,"f0025","m","mid","10:15:40","4/01/2003",4,"2003","05/18/2022",3,33.1,33.7,32.2,NA,"S","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33,"may22","Copto"
"MD14",455.429976851852,5631.31522280775,0.997710673725539,6.14346326081957e-122,455.431018518518,"f0025","m","low","10:18:40","4/01/2003",4,"2003","05/18/2022",4,31.4,31.8,31.7,NA,"W","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",31.6333333333333,"may22","Copto"
"MD14",455.433159722222,1536.16181188515,0.998068085035853,2.71701128780764e-125,455.434201388889,"f0025","m","top","10:23:15","4/01/2003",4,"2003","05/18/2022",5,32.5,32.4,33,NA,"","med",83.32,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",32.6333333333333,"may22","Copto"
"MD14",455.435532407407,1545.9965324611,0.997258401141224,2.24381743325963e-118,455.436574074074,"f0025","s","0","10:26:40","4/01/2003",4,"2003","05/18/2022",6,41.3,42.5,42.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",42.1666666666667,"may22","Copto"
"MD14",455.43755787037,715.612629932727,0.976397695248436,7.86549227975718e-76,455.438599537037,"f0025","s","1","10:29:35","4/01/2003",4,"2003","05/18/2022",7,35.6,34.8,34.9,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",35.1,"may22","Copto"
"MD14",455.439641203704,637.909969900532,0.996333370929945,1.24782654069459e-112,455.44068287037,"f0025","s","2","10:32:35","4/01/2003",4,"2003","05/18/2022",8,33.5,33.4,33.7,NA,"N","lg",183.85,NA,"Extender, accidentally put a worker from mound 16 into this mound 14. both are suspected to be coptotermes","/01/2003",33.5333333333333,"may22","Copto"
"MD15",485.381018518519,369.704139780128,0.990762992170794,2.16410540912737e-95,485.382060185185,"f0026","m","mid","10:08:10","5/01/2003",5,"2003","05/18/2022",1,38.3,39.5,39.8,NA,"N","med",83.32,NA,"","/01/2003",39.2,"may22","Ami"
"MD15",485.382928240741,17.5824193764653,0.860612160980734,1.03586139277379e-40,485.383969907407,"f0026","m","mid","10:10:55","5/01/2003",5,"2003","05/18/2022",2,36.7,35.9,35.8,NA,"S","med",83.32,NA,"","/01/2003",36.1333333333333,"may22","Ami"
"MD15",485.385185185185,456.809173839164,0.998883773098456,3.9282728221894e-136,485.386226851852,"f0026","s","0","10:14:10","5/01/2003",5,"2003","05/18/2022",3,37.3,35.6,35.8,NA,"N","lg",183.85,NA,"","/01/2003",36.2333333333333,"may22","Ami"
"MD15",485.387210648148,293.042631149578,0.998797140563646,1.17830853525387e-134,485.388252314815,"f0026","s","1","10:17:05","5/01/2003",5,"2003","05/18/2022",4,38.2,39.5,39.1,NA,"N","lg",183.85,NA,"","/01/2003",38.9333333333333,"may22","Ami"
"MD15",485.389236111111,320.538098621659,0.998780379417892,2.21162484084632e-134,485.390277777778,"f0026","s","2","10:20:00","5/01/2003",5,"2003","05/18/2022",5,39.1,39.4,39,NA,"N","lg",183.85,NA,"","/01/2003",39.1666666666667,"may22","Ami"
"MD16",516.382118055556,416.459084932053,0.998785062485933,1.85647429499314e-134,516.383159722222,"f0027","m","mid","10:09:45","6/01/2003",6,"2003","05/18/2022",1,35.9,37.8,37.5,NA,"N","med",83.32,NA,"Extender","/01/2003",37.0666666666667,"may22","Copto"
"MD16",516.384201388889,2009.43358136317,0.998993020001079,3.62150228064934e-138,516.385243055556,"f0027","m","low","10:12:45","6/01/2003",6,"2003","05/18/2022",2,34,33.9,34.7,NA,"E","med",83.32,NA,"Extender","/01/2003",34.2,"may22","Copto"
"MD16",516.386284722222,1568.09764763871,0.9977938871945,5.32365989785076e-124,516.387326388889,"f0027","m","mid","10:15:45","6/01/2003",6,"2003","05/18/2022",3,34.3,33.5,32.9,NA,"S","med",83.32,NA,"Extender","/01/2003",33.5666666666667,"may22","Copto"
"MD16",516.388310185185,1819.15217163036,0.999148172431629,1.78817204082856e-141,516.389351851852,"f0027","m","low","10:18:40","6/01/2003",6,"2003","05/18/2022",4,35.9,37.9,37.9,NA,"W","med",83.32,NA,"Extender","/01/2003",37.2333333333333,"may22","Copto"
"MD16",516.390393518519,552.403687164736,0.999063007886585,1.36587362255794e-139,516.391435185185,"f0027","m","top","10:21:40","6/01/2003",6,"2003","05/18/2022",5,35.1,35.2,35.3,NA,"","med",83.32,NA,"Extender","/01/2003",35.2,"may22","Copto"
"MD16",516.392824074074,1988.13002016257,0.999200428467561,1.00323907855784e-142,516.393865740741,"f0027","s","0","10:25:10","6/01/2003",6,"2003","05/18/2022",6,37.4,36.7,36.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",37,"may22","Copto"
"MD16",516.394907407407,1048.43227385812,0.996905112036734,5.57479969479474e-116,516.395949074074,"f0027","s","1","10:28:10","6/01/2003",6,"2003","05/18/2022",7,35.6,34.7,34.2,NA,"N","lg",183.85,NA,"Extender","/01/2003",34.8333333333333,"may22","Copto"
"MD16",516.396875,456.83433371582,0.998782141072921,2.07084675875827e-134,516.397916666667,"f0027","s","2","10:31:00","6/01/2003",6,"2003","05/18/2022",8,38.2,41,40.9,NA,"N","lg",183.85,NA,"Extender","/01/2003",40.0333333333333,"may22","Copto"
"MD17",546.38275462963,1447.94702232319,0.999625782816487,9.96403681992462e-158,546.383796296296,"f0028","m","mid","10:10:40","7/01/2003",7,"2003","05/18/2022",1,34.5,35.6,35.7,NA,"N","med",83.32,NA,"","/01/2003",35.2666666666667,"may22",""
"MD17",546.384722222222,1941.91522498008,0.999224088447666,2.55768536398207e-143,546.385763888889,"f0028","m","low","10:13:30","7/01/2003",7,"2003","05/18/2022",2,31.7,31.3,31,NA,"E","med",83.32,NA,"","/01/2003",31.3333333333333,"may22",""
"MD17",546.386689814815,1218.50326493641,0.999162012453893,2.44327387185376e-143,546.387731481482,"f0028","m","mid","10:16:20","7/01/2003",7,"2003","05/18/2022",3,32.1,33.2,33.6,NA,"S","med",83.32,NA,"","/01/2003",32.9666666666667,"may22",""
"MD17",546.38900462963,2108.1311434999,0.999528027896896,3.84166571702326e-153,546.390046296296,"f0028","m","low","10:19:40","7/01/2003",7,"2003","05/18/2022",4,32.7,33,33.2,NA,"W","med",83.32,NA,"","/01/2003",32.9666666666667,"may22",""
"MD17",546.391319444444,1228.07522711115,0.997725988022024,4.52668233419621e-122,546.392361111111,"f0028","s","0","10:23:00","7/01/2003",7,"2003","05/18/2022",5,34.8,33.3,33,NA,"N","lg",183.85,NA,"","/01/2003",33.7,"may22",""
"MD17",546.393518518518,926.143700667764,0.998691237107002,5.47871624677543e-133,546.394560185185,"f0028","s","1","10:26:10","7/01/2003",7,"2003","05/18/2022",6,31.5,32.8,33.8,NA,"N","lg",183.85,NA,"","/01/2003",32.7,"may22",""
"MD17",546.395486111111,417.693419482059,0.998371823617524,1.13237040500449e-128,546.396527777778,"f0028","s","2","10:29:00","7/01/2003",7,"2003","05/18/2022",7,32.2,32.6,32.8,NA,"N","lg",183.85,NA,"","/01/2003",32.5333333333333,"may22",""
"MD18",577.380150462963,469.036029270385,0.999063623869755,1.32560927139047e-139,577.38119212963,"f0029","m","mid","10:06:55","8/01/2003",8,"2003","05/18/2022",1,30.2,29,28.8,NA,"N","med",83.32,NA,"","/01/2003",29.3333333333333,"may22","Macro"
"MD18",577.382175925926,434.065196986903,0.998997597371351,2.94346802365845e-138,577.383217592593,"f0029","m","low","10:09:50","8/01/2003",8,"2003","05/18/2022",2,28.3,28.5,28.7,NA,"E","med",83.32,NA,"","/01/2003",28.5,"may22","Macro"
"MD18",577.38431712963,452.539290439717,0.998458916458333,9.28207901862225e-130,577.385358796296,"f0029","m","mid","10:12:55","8/01/2003",8,"2003","05/18/2022",3,27.9,28.1,28.2,NA,"S","med",83.32,NA,"","/01/2003",28.0666666666667,"may22","Macro"
"MD18",577.386342592593,491.004910656297,0.999156219329766,1.16105064043407e-141,577.387384259259,"f0029","m","low","10:15:50","8/01/2003",8,"2003","05/18/2022",4,27.9,27.9,29,NA,"W","med",83.32,NA,"","/01/2003",28.2666666666667,"may22","Macro"
"MD18",577.388715277778,871.49431913048,0.996675817522992,1.44077007342261e-114,577.389756944444,"f0029","s","0","10:19:15","8/01/2003",8,"2003","05/18/2022",5,28.6,27.4,27.3,NA,"N","lg",183.85,NA,"","/01/2003",27.7666666666667,"may22","Macro"
"MD18",577.39068287037,1002.04283443493,0.997938725656876,5.18613096497095e-124,577.391724537037,"f0029","s","1","10:22:05","8/01/2003",8,"2003","05/18/2022",6,27.5,27.6,27.8,NA,"N","lg",183.85,NA,"","/01/2003",27.6333333333333,"may22","Macro"
"MD18",577.392708333333,834.542344566658,0.991897980266028,5.80697065582715e-97,577.39375,"f0029","s","2","10:25:00","8/01/2003",8,"2003","05/18/2022",7,27.4,27.6,28,NA,"N","lg",183.85,NA,"","/01/2003",27.6666666666667,"may22","Macro"
"MD19",608.383217592593,-2.97453718689719,0.0270414169488348,0.115227884367797,608.384259259259,"f0030","m","mid","10:11:20","9/01/2003",9,"2003","05/18/2022",1,31.8,31.8,31.8,NA,"N","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m total), clay: d1 = 5.1. d2 = 5.6, h1 = 1.9, h2 = 1.7, tree DBH = ","/01/2003",31.8,"may22","Macro"
"MD2",59.4191782407407,484.015072171389,0.984611168011383,2.76935342210242e-84,59.4202199074074,"f0009","m","mid","10:03:07","3/01/2002",3,"2002","05/16/2022",1,36,36.4,36.2,NA,"N","med",83.32,NA,"","/01/2002",36.2,"may22","Copto"
"MD2",59.4215277777778,1934.74410564965,0.999482246723075,2.59373899886075e-151,59.4225694444444,"f0009","m","low","10:06:30","3/01/2002",3,"2002","05/16/2022",2,35,34.5,35.5,NA,"E","med",83.32,NA,"","/01/2002",35,"may22","Copto"
"MD2",59.4237847222222,956.674506917604,0.999025092472268,8.30365506671847e-139,59.4248263888889,"f0009","m","mid","10:09:45","3/01/2002",3,"2002","05/16/2022",3,35.2,34.7,34.3,NA,"S","med",83.32,NA,"","/01/2002",34.7333333333333,"may22","Copto"
"MD2",59.4262152777778,1373.23775102696,0.999585456851495,1.04890852292957e-155,59.4272569444444,"f0009","m","low","10:13:15","3/01/2002",3,"2002","05/16/2022",4,34.9,34.4,34.5,NA,"W","med",83.32,NA,"","/01/2002",34.6,"may22","Copto"
"MD2",59.4286458333333,927.703898075324,0.999577517862712,2.48654345711148e-155,59.4296875,"f0009","m","top","10:16:45","3/01/2002",3,"2002","05/16/2022",5,36.3,36.8,36.8,NA,"","med",83.32,NA,"","/01/2002",36.6333333333333,"may22","Copto"
"MD2",59.4313657407407,920.501613488953,0.999624750685895,1.12943643093865e-157,59.4324074074074,"f0009","s","0","10:20:40","3/01/2002",3,"2002","05/16/2022",6,39,37.7,37.3,NA,"N","lg",183.85,NA,"","/01/2002",38,"may22","Copto"
"MD2",59.433912037037,409.379134905946,0.998913116441597,1.16891976798415e-136,59.4349537037037,"f0009","s","1","10:24:20","3/01/2002",3,"2002","05/16/2022",7,34.8,34.8,34.9,NA,"N","lg",183.85,NA,"","/01/2002",34.8333333333333,"may22","Copto"
"MD2",59.4369212962963,409.33983579335,0.998993553782325,1.11544032589014e-139,59.437962962963,"f0009","s","2","10:28:40","3/01/2002",3,"2002","05/16/2022",8,35.6,35.8,35.7,NA,"N","lg",183.85,NA,"","/01/2002",35.7,"may22","Copto"
"MD20",638.379340277778,-112.916087019479,0.645779984617858,3.2032016500997e-22,638.380381944444,"f0033","m","mid","10:05:45","10/01/2003",10,"2003","05/19/2022",1,29.2,29.6,28.9,NA,"N","mini",20.43,NA,"arboreal nest, mini chamber, extra tubing (4.5m total), clay: d1 = 4.7. d2 = 4.2, h1 = 1.9, h2 = 1.8, tree DBH = 33cm","/01/2003",29.2333333333333,"may22",""
"MD21",669.422048611111,134.700663809244,0.997959121164054,3.29870857904777e-124,669.423090277778,"f0034","m","mid","10:07:15","11/01/2003",11,"2003","05/19/2022",1,28.9,27.8,27.5,NA,"N","med",83.32,NA,"","/01/2003",28.0666666666667,"may22","Ami"
"MD21",669.423958333333,209.152060708454,0.99839854124931,5.33376345386097e-129,669.425,"f0034","m","low","10:10:00","11/01/2003",11,"2003","05/19/2022",2,28.7,29,29.7,NA,"S","med",83.32,NA,"","/01/2003",29.1333333333333,"may22","Ami"
"MD21",669.425810185185,136.441842894109,0.997753439746257,2.60481194496989e-122,669.426851851852,"f0034","m","mid","10:12:40","11/01/2003",11,"2003","05/19/2022",3,28,28.3,28.4,NA,"W","med",83.32,NA,"","/01/2003",28.2333333333333,"may22","Ami"
"MD21",669.428125,279.599007956398,0.99845546401259,1.02769713104264e-129,669.429166666667,"f0034","s","0","10:16:00","11/01/2003",11,"2003","05/19/2022",4,30.8,29.2,29.2,NA,"N","lg",183.85,NA,"","/01/2003",29.7333333333333,"may22","Ami"
"MD21",669.429976851852,253.500143830318,0.997530513984601,1.92908162210307e-120,669.431018518518,"f0034","s","1","10:18:40","11/01/2003",11,"2003","05/19/2022",5,28.3,28.9,28.9,NA,"N","lg",183.85,NA,"","/01/2003",28.7,"may22","Ami"
"MD21",669.431944444444,231.853211334566,0.998227306801667,5.42539136985283e-127,669.432986111111,"f0034","s","2","10:21:30","11/01/2003",11,"2003","05/19/2022",6,28.3,28.9,29.2,NA,"N","lg",183.85,NA,"","/01/2003",28.8,"may22","Ami"
"MD22",699.423206018518,204.487365430637,0.999237212849182,1.17690575160555e-143,699.424247685185,"f0035","m","mid","10:08:55","12/01/2003",12,"2003","05/19/2022",1,29.2,29.4,29.4,NA,"E","med",83.32,NA,"","/01/2003",29.3333333333333,"may22","Ami"
"MD22",699.425231481481,186.718996216116,0.990061034008978,6.34414686619567e-93,699.426273148148,"f0035","m","low","10:11:50","12/01/2003",12,"2003","05/19/2022",2,28.2,27.9,27.9,NA,"W","med",83.32,NA,"","/01/2003",28,"may22","Ami"
"MD22",699.427488425926,267.391251642741,0.989953650176917,1.03454398448403e-92,699.428530092593,"f0035","s","0","10:15:05","12/01/2003",12,"2003","05/19/2022",3,31,30.3,30.1,NA,"N","lg",183.85,NA,"","/01/2003",30.4666666666667,"may22","Ami"
"MD22",699.42962962963,128.319477244505,0.99568494441951,2.06075326481424e-109,699.430671296296,"f0035","s","1","10:18:10","12/01/2003",12,"2003","05/19/2022",4,29.8,30.1,30.3,NA,"N","lg",183.85,NA,"","/01/2003",30.0666666666667,"may22","Ami"
"MD22",699.431712962963,161.677610477122,0.996580037161621,5.24719574061149e-114,699.43275462963,"f0035","s","2","10:21:10","12/01/2003",12,"2003","05/19/2022",5,29.9,31,31.3,NA,"N","lg",183.85,NA,"","/01/2003",30.7333333333333,"may22","Ami"
"MD23",730.422222222222,217.685318034201,0.99933266264713,6.90077510633128e-148,730.423263888889,"f0036","m","mid","10:07:30","1/01/2004",1,"2004","05/19/2022",1,33,32.3,32.1,NA,"N","med",83.32,NA,"","/01/2004",32.4666666666667,"may22","Ami"
"MD23",730.424594907407,186.792902062045,0.997433350062008,1.11674605691217e-119,730.425636574074,"f0036","m","low","10:10:55","1/01/2004",1,"2004","05/19/2022",2,34.6,33.8,33.8,NA,"E","med",83.32,NA,"","/01/2004",34.0666666666667,"may22","Ami"
"MD23",730.42662037037,144.346506189882,0.997098447289366,1.58666385097487e-118,730.427662037037,"f0036","m","mid","10:13:50","1/01/2004",1,"2004","05/19/2022",3,30.4,29.4,29.1,NA,"S","med",83.32,NA,"","/01/2004",29.6333333333333,"may22","Ami"
