"sample","Time_start","flux.CO2","R2.CO2","p.CO2","fDOY_end","flux_source","position","flux_start","measurement_day_actual","tag","t0","t1","t2","t3","file","directon","chamber","chamber_SA_cm2","soil_moisture","notes","fieldnotes","avg_respT","campaign","species"
"MD27",219.391550925926,950.142303956186,0.997665409429512,1.49730739427639e-121,219.392592592593,"m","mid","9:23:20","8/8/2023",1,24.3,21.7,21.2,NA,"f0002","N","med",83.32,NA,"Extender","",22.4,"aug23","Copto"
"MD27",219.393518518519,1070.8836646797,0.999620870399552,1.80362764716089e-157,219.394560185185,"m","low","9:26:10","8/8/2023",2,21.5,21.6,22,NA,"f0002","E","med",83.32,NA,"Extender","",21.7,"aug23","Copto"
"MD27",219.395428240741,1372.21848855243,0.997301503988245,5.63692414093093e-120,219.396469907407,"m","mid","9:28:55","8/8/2023",3,24,26.3,25.5,NA,"f0002","S","med",83.32,NA,"Extender","",25.2666666666667,"aug23","Copto"
"MD27",219.397337962963,1202.77485624162,0.998953915568769,2.04991220575989e-137,219.39837962963,"m","low","9:31:40","8/8/2023",4,25.4,25.8,26.2,NA,"f0002","W","med",83.32,NA,"Extender","",25.8,"aug23","Copto"
"MD27",219.399826388889,508.174147145841,0.993030869029967,5.08825697957004e-101,219.400868055556,"m","top","9:35:15","8/8/2023",5,23.3,23.8,24.5,NA,"f0002","","med",83.32,NA,"Extender","",23.8666666666667,"aug23","Copto"
"MD32",220.418865740741,707.485481528733,0.999114323010851,1.05303664225976e-140,220.419907407407,"m","mid","10:02:40","8/9/2023",1,25.4,25.4,25.4,NA,"f0001","N","med",83.32,NA,"Extender","",25.4,"aug23","Nasuti"
"MD32",220.420659722222,-39.1721344067352,0.696096313315574,1.58997824303008e-25,220.421701388889,"m","low","10:05:15","8/9/2023",2,25.2,25.1,25.3,NA,"f0001","E","med",83.32,NA,"Extender","",25.2,"aug23","Nasuti"
"MD32",220.422569444444,762.337569391507,0.997975707509866,2.27557065674587e-124,220.423611111111,"m","mid","10:08:00","8/9/2023",3,25.9,26.1,26.8,NA,"f0001","S","med",83.32,NA,"Extender","",26.2666666666667,"aug23","Nasuti"
"MD32",220.424710648148,113.112947120088,0.998411710164028,3.66326166371553e-129,220.425752314815,"m","low","10:11:05","8/9/2023",4,28,28,28,NA,"f0001","W","med",83.32,NA,"Extender","",28,"aug23","Nasuti"
"MD32",220.426793981481,461.4707239173,0.986442153900483,8.68566630171211e-87,220.427835648148,"m","top","10:14:05","8/9/2023",5,27.8,27.8,28.2,NA,"f0001","","med",83.32,NA,"Extender","",27.9333333333333,"aug23","Nasuti"
"MD35",220.56869212963,2733.36607583895,0.999522468136724,1.42257729275878e-154,220.569733796296,"m","mid","13:38:25","8/9/2023",1,25.9,26.1,26.1,NA,"f0005","N","med",83.32,NA,"Extender","mound coords way off - MD35REDO, also mound health in question",26.0333333333333,"aug23","Copto"
"MD35",220.570486111111,763.529228023777,0.994267044831422,8.48538699281861e-104,220.571527777778,"m","low","13:41:00","8/9/2023",2,26.1,26.1,26.1,NA,"f0005","E","med",83.32,NA,"Extender","",26.1,"aug23","Copto"
"MD35",220.572511574074,1022.32321573994,0.999152551674684,1.41435420092714e-141,220.573553240741,"m","mid","13:43:55","8/9/2023",3,26.2,26.7,26.8,NA,"f0005","S","med",83.32,NA,"Extender","",26.5666666666667,"aug23","Copto"
"MD35",220.574363425926,1233.96699307235,0.999509810170898,2.15231540620867e-152,220.575405092593,"m","low","13:46:35","8/9/2023",4,26.8,26.8,26.8,NA,"f0005","W","med",83.32,NA,"Extender","moss on surface",26.8,"aug23","Copto"
"MD35",220.57650462963,851.71451396292,0.995962602526175,6.31531619984215e-112,220.577546296296,"m","top","13:49:40","8/9/2023",5,28,27.7,27.6,NA,"f0005","","med",83.32,NA,"Extender","",27.7666666666667,"aug23","Copto"
"MD36",218.497048611111,133.977667189869,0.999195041736153,3.8424823126183e-144,218.498090277778,"m","mid","11:55:15","8/7/2023",1,26,26.8,27.3,NA,"f0001","N","sm",47.78,NA,"","",26.7,"aug23","Ami"
"MD36",218.498958333333,56.7116059161345,0.997025861178036,4.94442602663343e-118,218.5,"m","low","11:58:00","8/7/2023",2,27.9,28,28.1,NA,"f0001","E","sm",47.78,NA,"","",28,"aug23","Ami"
"MD36",218.500868055556,43.4826243914605,0.99570951327825,1.58923604581514e-109,218.501909722222,"m","mid","12:00:45","8/7/2023",3,26.11,25.6,25.8,NA,"f0001","S","sm",47.78,NA,"","",25.8366666666667,"aug23","Ami"
"MD36",218.502777777778,59.6154571820886,0.995932962473505,1.39395683482691e-110,218.503819444444,"m","low","12:03:30","8/7/2023",4,26.2,26.7,26.8,NA,"f0001","W","sm",47.78,NA,"","",26.5666666666667,"aug23","Ami"
"MD37",218.609837962963,88.878049123478,0.996730973210233,6.72919022092328e-115,218.61087962963,"m","mid","14:37:40","8/7/2023",1,29.9,30.1,30.4,NA,"f0005","N","sm",47.78,NA,"","",30.1333333333333,"aug23","Ami"
"MD37",218.612268518519,64.8385199617586,0.973080319462186,3.12754351676135e-73,218.613310185185,"m","low","14:41:10","8/7/2023",2,29.8,29.4,28.9,NA,"f0005","E","sm",47.78,NA,"","",29.3666666666667,"aug23","Ami"
"MD37",218.614293981481,55.3550039821806,0.995450772044121,1.53097883017702e-109,218.615335648148,"m","mid","14:44:05","8/7/2023",3,27.7,27.7,27.8,NA,"f0005","S","sm",47.78,NA,"","",27.7333333333333,"aug23","Ami"
"MD37",218.616319444444,43.2938937620677,0.982541320957928,8.63944330205889e-82,218.617361111111,"m","low","14:47:00","8/7/2023",4,28.1,28.3,28.5,NA,"f0005","W","sm",47.78,NA,"","",28.3,"aug23","Ami"
"MD42",218.596006944444,209.352980553761,0.998437430698932,1.74279429081649e-129,218.597048611111,"m","mid","14:17:45","8/7/2023",1,31.6,29.7,29.9,NA,"f0004","N","sm",47.78,NA,"","",30.4,"aug23","Ami"
"MD42",218.597916666667,27.9271032837531,0.990118463993486,4.87358914604482e-93,218.598958333333,"m","low","14:20:30","8/7/2023",2,27.1,26.1,26,NA,"f0004","E","sm",47.78,NA,"","",26.4,"aug23","Ami"
"MD42",218.600347222222,49.9522923587568,0.997509513277315,2.83588483727047e-120,218.601388888889,"m","mid","14:24:00","8/7/2023",3,26.3,27.5,27.7,NA,"f0004","S","sm",47.78,NA,"","",27.1666666666667,"aug23","Ami"
"MD42",218.602430555556,38.6429656392578,0.991719928163517,1.56150915178945e-96,218.603472222222,"m","low","14:27:00","8/7/2023",4,27.8,28,28.1,NA,"f0004","W","sm",47.78,NA,"","",27.9666666666667,"aug23","Ami"
"MD48",219.441145833333,1637.77580230655,0.990322809760011,1.88314795997737e-93,219.4421875,"m","mid","10:34:45","8/8/2023",1,22.6,22.1,22.8,NA,"f0004","N","med",83.32,NA,"Extender","",22.5,"aug23","Copto"
"MD48",219.442997685185,1698.91007580922,0.999836904038002,3.86746975729869e-174,219.444039351852,"m","low","10:37:25","8/8/2023",2,21.2,21.9,22.4,NA,"f0004","E","med",83.32,NA,"Extender","",21.8333333333333,"aug23","Copto"
"MD48",219.445833333333,2755.27515187149,0.990525533808957,7.18604480734319e-94,219.446875,"m","mid","10:41:30","8/8/2023",3,22.2,22.2,22.2,NA,"f0004","S","med",83.32,NA,"Extender","use last 3 minute temps",22.2,"aug23","Copto"
"MD48",219.447743055556,1375.75043239458,0.998320421834967,4.65793529648894e-128,219.448784722222,"m","low","10:44:15","8/8/2023",4,21.5,22.8,23.1,NA,"f0004","W","med",83.32,NA,"Extender","",22.4666666666667,"aug23","Copto"
"MD48",219.449884259259,879.40522320814,0.998047482927053,4.40257495368326e-125,219.450925925926,"m","top","10:47:20","8/8/2023",5,21.9,22.3,22.4,NA,"f0004","","med",83.32,NA,"Extender","",22.2,"aug23","Copto"
"MD48",219.452314814815,423.363380172495,0.99803143797882,6.38894425815141e-125,219.453356481481,"s","2","10:50:50","8/8/2023",6,25.9,22.2,21.9,NA,"f0004","N","lg",183.85,NA,"Extender","",23.3333333333333,"aug23","Copto"
"MD50",219.467476851852,120.505351959761,0.994922929568332,2.38866027304212e-107,219.468518518519,"m","mid","11:12:40","8/8/2023",1,23.6,23.6,23.6,NA,"f0005","N","med",83.32,NA,"Extender","",23.6,"aug23","Nasuti"
"MD50",219.469386574074,172.309910817415,0.996940733603304,3.29203359989991e-116,219.470428240741,"m","low","11:15:25","8/8/2023",2,23.2,23.8,24.2,NA,"f0005","E","med",83.32,NA,"Extender","",23.7333333333333,"aug23","Nasuti"
"MD50",219.471412037037,129.559339649885,0.994455424934292,1.37400374143914e-105,219.472453703704,"m","mid","11:18:20","8/8/2023",3,25.7,25.4,25.4,NA,"f0005","S","med",83.32,NA,"Extender","",25.5,"aug23","Nasuti"
"MD50",219.47337962963,1346.58549248746,0.99922781034523,5.67980242571731e-145,219.474421296296,"m","low","11:21:10","8/8/2023",4,25.6,26.3,26.6,NA,"f0005","W","med",83.32,NA,"Extender","",26.1666666666667,"aug23","Nasuti"
"MD50",219.475405092593,104.511811233362,0.985697366867515,9.90181239302954e-86,219.476446759259,"m","top","11:24:05","8/8/2023",5,25.5,26.2,26.2,NA,"f0005","","med",83.32,NA,"Extender","",25.9666666666667,"aug23","Nasuti"
"MD50",219.477604166667,229.422977994509,0.997921544656132,7.56606568317574e-124,219.478645833333,"s","2","11:27:15","8/8/2023",6,29.2,29,28.8,NA,"f0005","N","lg",183.85,NA,"Extender","",29,"aug23","Nasuti"
"MD52",219.646238425926,-184.581001978213,0.964465447947955,9.62774323740421e-68,219.647280092593,"m","mid","15:30:05","8/8/2023",1,27.8,28.1,28.1,NA,"f0011","N","med",83.32,NA,"Extender","",28,"aug23","Nasuti"
"MD52",219.648090277778,858.554459684308,0.997970005266643,2.58628563960255e-124,219.649131944444,"m","low","15:32:45","8/8/2023",2,28.1,28.3,28.7,NA,"f0011","E","med",83.32,NA,"Extender","",28.3666666666667,"aug23","Nasuti"
"MD52",219.649884259259,217.100086350045,0.998087236750637,7.51084827202945e-127,219.650925925926,"m","mid","15:35:20","8/8/2023",3,28.7,28.7,28.7,NA,"f0011","S","med",83.32,NA,"Extender","",28.7,"aug23","Nasuti"
"MD52",219.652199074074,81.9164554680777,0.995676340671159,2.25625757148111e-109,219.653240740741,"m","low","15:38:40","8/8/2023",4,31.2,31.2,27.3,NA,"f0011","W","med",83.32,NA,"Extender","",29.9,"aug23","Nasuti"
"MD52",219.654340277778,247.758183177687,0.997137353257512,8.52691926779509e-119,219.655381944444,"m","top","15:41:45","8/8/2023",5,27.8,28.9,29.6,NA,"f0011","","med",83.32,NA,"Extender","",28.7666666666667,"aug23","Nasuti"
"MD52",219.656423611111,168.241981961582,0.997658259461837,1.72083263593604e-121,219.657465277778,"s","2","15:44:45","8/8/2023",6,30.3,30.3,30.3,NA,"f0011","N","lg",183.85,NA,"Extender","",30.3,"aug23","Nasuti"
"MD54",219.566435185185,350.391803299238,0.999191943541652,1.62179382785444e-142,219.567476851852,"m","mid","13:35:10","8/8/2023",1,30.7,28.5,28.2,NA,"f0008","N","med",83.32,NA,"Extender","",29.1333333333333,"aug23","Ami"
"MD54",219.568344907407,82.3483349539453,0.993863823718554,1.45704891565096e-103,219.569386574074,"m","low","13:37:55","8/8/2023",2,26.5,26.6,26.7,NA,"f0008","E","med",83.32,NA,"Extender","",26.6,"aug23","Ami"
"MD54",219.570138888889,111.896687096018,0.990871361931036,1.32326584380846e-94,219.571180555556,"m","mid","13:40:30","8/8/2023",3,25.8,26.5,26.7,NA,"f0008","S","med",83.32,NA,"Extender","",26.3333333333333,"aug23","Ami"
"MD54",219.572048611111,159.793018160612,0.994400202959652,2.91244961394978e-104,219.573090277778,"m","low","13:43:15","8/8/2023",4,25.9,26.1,26.1,NA,"f0008","W","med",83.32,NA,"Extender","",26.0333333333333,"aug23","Ami"
"MD54",219.574131944444,122.338844272343,0.995643173799611,3.19447654796621e-109,219.575173611111,"s","2","13:46:15","8/8/2023",5,27,26.9,26.8,NA,"f0008","N","lg",183.85,NA,"Extender","",26.9,"aug23","Ami"
"MD55",219.340856481481,1884.03413936288,0.99923753901574,1.15422451476358e-143,219.341898148148,"m","mid","8:10:20","8/8/2023",1,19.6,19.7,20,NA,"f0000","N","med",83.32,NA,"Extender","",19.7666666666667,"aug23","Copto"
"MD55",219.342997685185,1630.36159855699,0.999478442499228,8.22011499779596e-153,219.344039351852,"m","low","8:13:25","8/8/2023",2,22.1,21.7,21.7,NA,"f0000","E","med",83.32,NA,"Extender","",21.8333333333333,"aug23","Copto"
"MD55",219.344965277778,1979.49928057714,0.995294563929964,7.23540294779326e-109,219.346006944444,"m","mid","8:16:15","8/8/2023",3,21.5,22.6,23.3,NA,"f0000","S","med",83.32,NA,"Extender","",22.4666666666667,"aug23","Copto"
"MD55",219.346875,531.301904727852,0.994695752325331,2.4702385763378e-105,219.347916666667,"m","low","8:19:00","8/8/2023",4,21.6,21.5,21.8,NA,"f0000","W","med",83.32,NA,"Extender","looks like old mound material",21.6333333333333,"aug23","Copto"
"MD55",219.349594907407,1247.26877230641,0.996756111576084,4.73604076539225e-115,219.350636574074,"m","top","8:22:55","8/8/2023",5,22,22.5,23,NA,"f0000","","med",83.32,NA,"Extender","use last 3 minute temps",22.5,"aug23","Copto"
"MD58",218.684201388889,256.502922265525,0.985709073421733,9.53963746272258e-86,218.685243055556,"m","mid","16:24:45","8/7/2023",1,27.5,28,28.5,NA,"f0008","N","med",83.32,NA,"Extender","",28,"aug23","Nasuti"
"MD58",218.686226851852,90.0123141913099,0.950352761548566,3.93792211913933e-61,218.687268518519,"m","low","16:27:40","8/7/2023",2,26.3,26.1,26.3,NA,"f0008","E","med",83.32,NA,"Extender","",26.2333333333333,"aug23","Nasuti"
"MD58",218.688541666667,102.874327899854,0.939748023814846,2.64920529406212e-57,218.689583333333,"m","mid","16:31:00","8/7/2023",3,26.5,26.2,26.1,NA,"f0008","S","med",83.32,NA,"Extender","",26.2666666666667,"aug23","Nasuti"
"MD58",218.690393518519,338.738698638466,0.973638174837787,1.20582769932599e-73,218.691435185185,"m","low","16:33:40","8/7/2023",4,26.8,27.4,27.6,NA,"f0008","W","med",83.32,NA,"Extender","",27.2666666666667,"aug23","Nasuti"
"MD58",218.69224537037,241.882391758357,0.951143921432882,1.89522227802966e-61,218.693287037037,"m","top","16:36:20","8/7/2023",5,27.2,27.6,27.9,NA,"f0008","","med",83.32,NA,"Extender","",27.5666666666667,"aug23","Nasuti"
"MD59",219.62037037037,1350.63301853817,0.997312991742393,8.98540182126206e-119,219.621412037037,"m","mid","14:52:50","8/8/2023",1,24.5,25.1,25.4,NA,"f0010","N","med",83.32,NA,"Extender","",25,"aug23","Copto"
"MD59",219.622106481481,2880.49625496017,0.997138288899084,1.5787324572143e-117,219.623148148148,"m","low","14:55:20","8/8/2023",2,25.4,25.6,25.7,NA,"f0010","E","med",83.32,NA,"Extender","",25.5666666666667,"aug23","Copto"
"MD59",219.624421296296,768.06193350977,0.998296421761549,8.8830755820334e-128,219.625462962963,"m","mid","14:58:40","8/8/2023",3,26.1,26.1,26.2,NA,"f0010","S","med",83.32,NA,"Extender","",26.1333333333333,"aug23","Copto"
"MD59",219.626215277778,2274.70344192901,0.998794261162979,1.31372808154829e-134,219.627256944444,"m","low","15:01:15","8/8/2023",4,26.7,26.2,26.7,NA,"f0010","W","med",83.32,NA,"Extender","",26.5333333333333,"aug23","Copto"
"MD59",219.628009259259,863.959739758747,0.997689510206595,9.33796472772831e-122,219.629050925926,"m","top","15:03:50","8/8/2023",5,27.7,29.8,30.7,NA,"f0010","","med",83.32,NA,"Extender","",29.4,"aug23","Copto"
"MD59",219.62974537037,424.32559061333,0.999102924110596,5.61305425455464e-142,219.630787037037,"s","2","15:06:20","8/8/2023",6,30.8,30.9,30.9,NA,"f0010","N","lg",183.85,NA,"Extender","",30.8666666666667,"aug23","Copto"
"MD61",219.589756944444,369.885894527183,0.999347929699744,9.37046134008288e-147,219.590798611111,"m","mid","14:08:45","8/8/2023",1,24.5,24,24.2,NA,"f0009","N","med",83.32,NA,"Extender","",24.2333333333333,"aug23","Nasuti"
"MD61",219.591782407407,923.122039714089,0.997289670713518,1.33139387880822e-118,219.592824074074,"m","low","14:11:40","8/8/2023",2,23.7,23.7,23.9,NA,"f0009","E","med",83.32,NA,"Extender","",23.7666666666667,"aug23","Nasuti"
"MD61",219.593981481481,210.958711271901,0.997648386235625,2.08391124781164e-121,219.595023148148,"m","mid","14:14:50","8/8/2023",3,23.6,23.8,24,NA,"f0009","S","med",83.32,NA,"Extender","",23.8,"aug23","Nasuti"
"MD61",219.595775462963,174.135864873302,0.996184752259132,7.6089247723614e-112,219.59681712963,"m","low","14:17:25","8/8/2023",4,23.9,24.4,24.7,NA,"f0009","W","med",83.32,NA,"Extender","",24.3333333333333,"aug23","Nasuti"
"MD61",219.597916666667,2742.43896530328,0.998904917319716,1.64548335900839e-136,219.598958333333,"m","top","14:20:30","8/8/2023",5,25,25.2,25.5,NA,"f0009","","med",83.32,NA,"Extender","",25.2333333333333,"aug23","Nasuti"
"MD63",219.415162037037,210.981307623941,0.998321659570338,4.5042837761398e-128,219.416203703704,"m","mid","9:57:20","8/8/2023",1,25,23.9,24.9,NA,"f0003","N","med",83.32,NA,"Extender","mound might be almost dead? keep in mind for next survey ",24.6,"aug23","Copto"
"MD63",219.417013888889,326.922950428835,0.999155493104965,3.4897375481513e-143,219.418055555556,"m","low","10:00:00","8/8/2023",2,22.1,23.8,25.4,NA,"f0003","E","med",83.32,NA,"Extender","moss on mound surface related to negative flux?",23.7666666666667,"aug23","Copto"
"MD63",219.418981481481,233.524819585459,0.993190984038312,1.74661897364022e-101,219.420023148148,"m","mid","10:02:50","8/8/2023",3,21.9,21.5,21.5,NA,"f0003","S","med",83.32,NA,"Extender","",21.6333333333333,"aug23","Copto"
"MD63",219.420891203704,488.214417167715,0.997496318851649,1.79487274994783e-121,219.42193287037,"m","low","10:05:35","8/8/2023",4,21.7,21.9,21.9,NA,"f0003","W","med",83.32,NA,"Extender","",21.8333333333333,"aug23","Copto"
"MD63",219.422974537037,62.4164667687694,0.982829373216103,4.05205585672155e-82,219.424016203704,"m","top","10:08:35","8/8/2023",5,21.4,21.7,22.1,NA,"f0003","","med",83.32,NA,"Extender","",21.7333333333333,"aug23","Copto"
