"sample","extract_ID","Time_start","flux_start","fDOY_end","file","flux_source","position","measurement_day_alt","month_alt","year_alt","measurement_day_actual","tag","t0","t1","t2","t3","directon","chamber","chamber_SA_cm2","soil_moisture","notes","measurement_day_altyr","avg_respT","campaign","species","ID_measurement","flux.CO2","flux.CO2_umol","flux.CH4","CH4_CO2","R2.CO2","R2.CH4","p.CO2","p.CH4","fieldnotes","wall_thickness_mm","species_s","ID_mound","precip_1mo","precip_2mo","precip_3mo","variable_emitters"
"MD26","MD26-1-mid",821.423032407407,"2024-04-12 15:16:00",821.424074074074,"f0039","m","mid","4/01/2004",4,2004,"05/19/2022","1",35.5,35.9,36.5,NA,"N","med",83.32,NA,"Extender","/01/2004",35.9666666666667,"may22","Copto","MD26-1",4361.93507096176,4361935.07096176,10735.6148457133,0.00246120464222,0.99955090214256,0.999591501219271,4.00715783839032e-154,5.37641614158577e-156,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4,"y"
"MD26","MD26-2-low",821.425115740741,"2024-04-12 15:16:00",821.426157407407,"f0039","m","low","4/01/2004",4,2004,"05/19/2022","2",32.4,31.9,32.6,NA,"E","med",83.32,NA,"Extender","/01/2004",32.3,"may22","Copto","MD26-2",1777.20721535524,1777207.21535524,2925.11641431949,0.00164590622244058,0.999812627642085,0.999785266493476,2.13484987923696e-171,1.05369163710407e-168,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4,"y"
"MD26","MD26-3-mid",821.427141203704,"2024-04-12 15:16:00",821.42818287037,"f0039","m","mid","4/01/2004",4,2004,"05/19/2022","3",38.5,39.8,39,NA,"S","med",83.32,NA,"Extender","/01/2004",39.1,"may22","Copto","MD26-3",2210.67978499149,2210679.78499149,2980.94407705321,0.00134842870382726,0.999220132612703,0.998931450091469,3.22356615443158e-143,5.39035485307841e-137,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4,"y"
"MD26","MD26-4-low",821.429282407407,"2024-04-12 15:16:00",821.430324074074,"f0039","m","low","4/01/2004",4,2004,"05/19/2022","4",35.4,35.3,35,NA,"W","med",83.32,NA,"Extender","/01/2004",35.2333333333333,"may22","Copto","MD26-4",1095.99016187827,1095990.16187827,5114.13256320979,0.00466622123180866,0.999373097916201,0.99925350522306,1.56295500895633e-147,4.406594965944e-144,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4,"y"
"MD26","MD26-5-top",821.431076388889,"2024-04-12 15:16:00",821.432118055556,"f0039","m","top","4/01/2004",4,2004,"05/19/2022","5",35.1,36,36.6,NA,"","med",83.32,NA,"Extender","/01/2004",35.9,"may22","Copto","MD26-5",2312.61358887338,2312613.58887338,5900.63804141952,0.00255150193262252,0.998897720888082,0.99911769219895,2.21680448663444e-136,8.85379055462071e-141,NA,NA,"C. acinaciformis","MD26-may22",129.9,177.9,273.4,"y"
"MD27","MD27-1-mid",851.423032407407,"2024-04-12 16:31:00",851.424074074074,"f0040","m","mid","5/01/2004",5,2004,"05/19/2022","1",33.2,32.3,32.2,NA,"N","med",83.32,NA,"Extender","/01/2004",32.5666666666667,"may22","Copto","MD27-1",1890.90387831603,1890903.87831603,3860.50298833478,0.00204161778533809,0.998270220305729,0.998281244949734,1.7789972644558e-127,1.32992820912114e-127,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4,"y"
"MD27","MD27-2-low",851.42505787037,"2024-04-12 16:31:00",851.426099537037,"f0040","m","low","5/01/2004",5,2004,"05/19/2022","2",29.9,29.7,29.7,NA,"E","med",83.32,NA,"Extender","/01/2004",29.7666666666667,"may22","Copto","MD27-2",1145.79719679677,1145797.19679677,2237.10963112798,0.00195244816218971,0.999246547905026,0.99931651529577,6.72075804258536e-144,7.97135116175412e-146,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4,"y"
"MD27","MD27-3-mid",851.427083333333,"2024-04-12 16:31:00",851.428125,"f0040","m","mid","5/01/2004",5,2004,"05/19/2022","3",29.9,30.2,30.1,NA,"S","med",83.32,NA,"Extender","/01/2004",30.0666666666667,"may22","Copto","MD27-3",1398.02708065234,1398027.08065234,2588.03353202318,0.0018512041489322,0.999631972861613,0.999608304899017,4.66484720162448e-158,7.9515148485337e-157,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4,"y"
"MD27","MD27-4-low",851.428993055556,"2024-04-12 16:31:00",851.430034722222,"f0040","m","low","5/01/2004",5,2004,"05/19/2022","4",30.2,31.1,31.2,NA,"W","med",83.32,NA,"Extender","/01/2004",30.8333333333333,"may22","Copto","MD27-4",3088.23495392452,3088234.95392452,4728.41404764505,0.0015311056698054,0.999043528648093,0.999203921087984,3.4834058605445e-139,8.22051324270877e-143,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4,"y"
"MD27","MD27-5-top",851.43125,"2024-04-12 16:31:00",851.432291666667,"f0040","m","top","5/01/2004",5,2004,"05/19/2022","5",29.9,30.3,30.4,NA,"","med",83.32,NA,"Extender","/01/2004",30.2,"may22","Copto","MD27-5",402.812095097194,402812.095097194,837.633758705357,0.00207946526159609,0.94231167980668,0.962948791704094,3.65883386520283e-58,6.45287517488167e-67,NA,NA,"C. acinaciformis","MD27-may22",129.9,177.9,273.4,"y"
"MD3","MD3-1-mid",90.4214699074074,"2024-04-12 15:23:00",90.4225115740741,"f0010","m","mid","4/01/2002",4,2002,"05/16/2022","1",31.8,31.7,31.8,NA,"N","med",83.32,NA,"","/01/2002",31.7666666666667,"may22","Ami","MD3-1",267.652899831303,267652.899831303,4265.47589643532,0.0159365951167493,0.998301108687508,0.999105567495665,7.83650014175563e-128,1.64752112800321e-140,NA,NA,"A. laurensis","MD3-may22",129.9,177.9,273.4,"y"
"MD3","MD3-2-low",90.4236111111111,"2024-04-12 15:23:00",90.4246527777778,"f0010","m","low","4/01/2002",4,2002,"05/16/2022","2",29.8,29.5,29.7,NA,"E","med",83.32,NA,"","/01/2002",29.6666666666667,"may22","Ami","MD3-2",140.204890753988,140204.890753988,1295.74714700719,0.00924181132369188,0.99769988927885,0.998961031397228,7.60822450865091e-122,1.5026485396556e-137,NA,NA,"A. laurensis","MD3-may22",129.9,177.9,273.4,"y"
"MD3","MD3-3-low",90.4256365740741,"2024-04-12 15:23:00",90.4266782407407,"f0010","m","low","4/01/2002",4,2002,"05/16/2022","3",30,30.4,30.6,NA,"S","med",83.32,NA,"","/01/2002",30.3333333333333,"may22","Ami","MD3-3",91.9833291696421,91983.3291696421,378.360760721211,0.00411336232485575,0.995006500813476,0.996429959755674,1.58385940695454e-106,3.70350336603508e-113,NA,NA,"A. laurensis","MD3-may22",129.9,177.9,273.4,"y"
"MD3","MD3-4-mid",90.4277199074074,"2024-04-12 15:23:00",90.4287615740741,"f0010","m","mid","4/01/2002",4,2002,"05/16/2022","4",32.6,32.6,32.5,NA,"W","med",83.32,NA,"","/01/2002",32.5666666666667,"may22","Ami","MD3-4",139.349436705417,139349.436705417,2003.41053638104,0.0143768829192774,0.997613987049849,0.999202177420715,4.03502360533336e-121,9.08099763576375e-143,NA,NA,"A. laurensis","MD3-may22",129.9,177.9,273.4,"y"
"MD32","MD32-1-mid",1004.41909722222,"2024-04-12 12:30:00",1004.42013888889,"f0046","m","mid","10/01/2004",10,2004,"05/20/2022","1",32.9,33.1,32.9,NA,"N","med",83.32,NA,"Extender","/01/2004",32.9666666666667,"may22","Nasuti","MD32-1",334.057284135714,334057.284135714,1718.9636026799,0.00514571507436897,0.998520905643394,0.999101137345136,1.43335351781111e-130,2.06283353960864e-140,NA,NA,"N. magnus","MD32-may22",129.9,177.9,273.4,"y"
"MD32","MD32-2-low",1004.42118055556,"2024-04-12 12:30:00",1004.42222222222,"f0046","m","low","10/01/2004",10,2004,"05/20/2022","2",31,31.2,31.2,NA,"E","med",83.32,NA,"Extender","/01/2004",31.1333333333333,"may22","Nasuti","MD32-2",695.197258839613,695197.258839613,5046.53743080421,0.00725914460483867,0.997317605626246,0.997831702230322,8.30953292436724e-119,5.18917691461902e-123,NA,NA,"N. magnus","MD32-may22",129.9,177.9,273.4,"y"
"MD32","MD32-3-mid",1004.42314814815,"2024-04-12 12:30:00",1004.42418981481,"f0046","m","mid","10/01/2004",10,2004,"05/20/2022","3",31.2,32.2,32.3,NA,"S","med",83.32,NA,"Extender","/01/2004",31.9,"may22","Nasuti","MD32-3",160.098502824039,160098.502824039,809.034457261966,0.00505335429745498,0.994240617763511,0.99702320959157,1.04606107567875e-103,9.49304240419646e-117,NA,NA,"N. magnus","MD32-may22",129.9,177.9,273.4,"y"
"MD32","MD32-4-low",1004.42517361111,"2024-04-12 12:30:00",1004.42621527778,"f0046","m","low","10/01/2004",10,2004,"05/20/2022","4",30.4,30.2,29.8,NA,"W","med",83.32,NA,"Extender","/01/2004",30.1333333333333,"may22","Nasuti","MD32-4",833.254797557951,833254.797557951,8509.37497406571,0.0102122123977017,0.99498273687134,0.99643140248228,1.96579355240533e-106,3.63601142276918e-113,NA,NA,"N. magnus","MD32-may22",129.9,177.9,273.4,"y"
"MD32","MD32-5-top",1004.42719907407,"2024-04-12 12:30:00",1004.42824074074,"f0046","m","top","10/01/2004",10,2004,"05/20/2022","5",30.3,30.8,30.6,NA,"","med",83.32,NA,"Extender","/01/2004",30.5666666666667,"may22","Nasuti","MD32-5",774.354156406136,774354.156406136,10779.3546712263,0.0139204452924415,0.993283134423914,0.997965820440081,9.33177958366494e-102,1.27410708777853e-125,NA,NA,"N. magnus","MD32-may22",129.9,177.9,273.4,"y"
"MD37","MD37-1-mid",1155.42309027778,"2024-04-12 14:25:00",1155.42413194444,"f0052","m","mid","3/01/2005",3,2005,"05/23/2022","1",37.6,39,39.2,NA,"N","med",83.32,NA,"","/01/2005",38.6,"may22","Ami","MD37-1",423.055146884017,423055.146884017,10243.8058034396,0.0242138782115987,0.999548592666214,0.999774955230187,5.06050651419919e-154,8.90246226817749e-168,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4,"y"
"MD37","MD37-2-low",1155.42523148148,"2024-04-12 14:25:00",1155.42627314815,"f0052","m","low","3/01/2005",3,2005,"05/23/2022","2",35.8,37,35.6,NA,"E","med",83.32,NA,"","/01/2005",36.1333333333333,"may22","Ami","MD37-2",117.218747193378,117218.747193378,6832.87164499996,0.0582916283325196,0.790279389921238,0.983123934515324,1.27578004421692e-32,1.84366367942174e-82,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4,"y"
"MD37","MD37-3-mid",1155.42731481481,"2024-04-12 14:25:00",1155.42835648148,"f0052","m","mid","3/01/2005",3,2005,"05/23/2022","3",36.7,39.5,40.2,NA,"S","med",83.32,NA,"","/01/2005",38.8,"may22","Ami","MD37-3",458.359958696928,458359.958696928,12552.8432794677,0.0273864307762707,0.999565803466065,0.999710538325424,8.63073094670227e-155,8.38844537893399e-163,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4,"y"
"MD37","MD37-4-low",1155.42934027778,"2024-04-12 14:25:00",1155.43038194444,"f0052","m","low","3/01/2005",3,2005,"05/23/2022","4",39.3,39.3,39.3,NA,"W","med",83.32,NA,"","/01/2005",39.3,"may22","Ami","MD37-4",151.914424940821,151914.424940821,4309.80561824075,0.0283699564404082,0.966213828233152,0.976942482548571,9.68613130840188e-69,2.71739311367546e-76,NA,NA,"A. laurensis","MD37-may22",129.9,177.9,273.4,"y"
"MD39","MD39-1-mid",1216.42390046296,"2024-04-12 16:52:00",1216.42494212963,"f0054","m","mid","5/01/2005",5,2005,"05/23/2022","1",28.4,28.3,28.1,NA,"N","med",83.32,NA,"Extender","/01/2005",28.2666666666667,"may22","Nasuti","MD39-1",607.035581674577,607035.581674577,7790.29013208934,0.0128333336088783,0.997761788200554,0.998011743523198,2.19890312431356e-122,1.00494804652725e-124,NA,NA,"N. magnus","MD39-may22",129.9,177.9,273.4,"y"
"MD39","MD39-2-low",1216.42604166667,"2024-04-12 16:52:00",1216.42708333333,"f0054","m","low","5/01/2005",5,2005,"05/23/2022","2",27.9,27.6,27.5,NA,"E","med",83.32,NA,"Extender","/01/2005",27.6666666666667,"may22","Nasuti","MD39-2",533.561109785186,533561.109785186,6956.56022244341,0.013037982144621,0.996350401259223,0.997090003698424,1.00961545905831e-112,3.38026966732002e-117,NA,NA,"N. magnus","MD39-may22",129.9,177.9,273.4,"y"
"MD39","MD39-4-low",1216.43096064815,"2024-04-12 16:52:00",1216.43200231481,"f0054","m","low","5/01/2005",5,2005,"05/23/2022","4",26.9,26.8,26.8,NA,"W","med",83.32,NA,"Extender","/01/2005",26.8333333333333,"may22","Nasuti","MD39-4",663.018384276289,663018.384276289,1587.52783172274,0.0023943948906569,0.999773688910098,0.999612612661906,1.14918489687503e-167,4.80756626370743e-157,NA,NA,"N. magnus","MD39-may22",129.9,177.9,273.4,"y"
"MD39","MD39-5-top",1216.43344907407,"2024-04-12 16:52:00",1216.43449074074,"f0054","m","top","5/01/2005",5,2005,"05/23/2022","5",27.4,26.2,26.2,NA,"","med",83.32,NA,"Extender","/01/2005",26.6,"may22","Nasuti","MD39-5",1782.1651241144,1782165.1241144,24762.7966180076,0.0138947824098582,0.998096801197149,0.998590568817122,1.37454868852331e-125,1.59596109477467e-131,NA,NA,"N. magnus","MD39-may22",129.9,177.9,273.4,"y"
"MD4","MD4-1-mid",120.42349537037,"2024-04-12 16:29:00",120.424537037037,"f0011","m","mid","5/01/2002",5,2002,"05/16/2022","1",32.3,32.5,33.2,NA,"N","med",83.32,NA,"","/01/2002",32.6666666666667,"may22","Nasuti","MD4-1",331.900050469355,331900.050469355,2986.40046473061,0.00899789096297938,0.995836015513098,0.996284165983097,4.07171164399985e-110,2.28864891130833e-112,NA,NA,"N. magnus","MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-2-low",120.425810185185,"2024-04-12 16:29:00",120.426851851852,"f0011","m","low","5/01/2002",5,2002,"05/16/2022","2",30.1,30.1,29.9,NA,"E","med",83.32,NA,"","/01/2002",30.0333333333333,"may22","Nasuti","MD4-2",475.781871667596,475781.871667596,5415.99593957793,0.0113833591864168,0.997211194467392,0.997746684496804,4.87920614872224e-118,2.98611683162407e-122,NA,NA,"N. magnus","MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-3-mid",120.428009259259,"2024-04-12 16:29:00",120.429050925926,"f0011","m","mid","5/01/2002",5,2002,"05/16/2022","3",30.1,30.4,30.8,NA,"S","med",83.32,NA,"","/01/2002",30.4333333333333,"may22","Nasuti","MD4-3",1292.83743365768,1292837.43365768,15933.9404965925,0.0123247827466694,0.997004677234274,0.997533265943379,1.25906656102694e-116,1.83365252820356e-120,NA,NA,"N. magnus","MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-4-low",120.430555555556,"2024-04-12 16:29:00",120.431597222222,"f0011","m","low","5/01/2002",5,2002,"05/16/2022","4",30.7,31,31.2,NA,"W","med",83.32,NA,"","/01/2002",30.9666666666667,"may22","Nasuti","MD4-4",780.499713678114,780499.713678114,7490.38894751706,0.00959691440784586,0.981122980204043,0.985556502207272,3.02166189221782e-80,1.54671522412747e-85,NA,NA,"N. magnus","MD4-may22",129.9,177.9,273.4,"y"
"MD4","MD4-5-top",120.433854166667,"2024-04-12 16:29:00",120.434895833333,"f0011","m","top","5/01/2002",5,2002,"05/16/2022","5",30.9,31.1,31,NA,"","med",83.32,NA,"","/01/2002",31,"may22","Nasuti","MD4-5",1049.13620835069,1049136.20835069,13464.9539261025,0.0128343239123071,0.999342953068066,0.999433333812259,1.32434686535138e-146,1.57666287650451e-149,NA,NA,"N. magnus","MD4-may22",129.9,177.9,273.4,"y"
"MD45","MD45-1-mid",1369.42013888889,"2024-04-12 13:18:00",1369.42118055556,"f0060","m","mid","10/01/2005",10,2005,"05/24/2022","1",38,36.8,36.9,NA,"N","sm",47.78,NA,"","/01/2005",37.2333333333333,"may22","Ami","MD45-1",151.291491324344,151291.491324344,2386.56100653832,0.0157745884163566,0.998644288632602,0.998905568820531,2.72347774303658e-132,1.60152508059627e-136,NA,NA,"A. laurensis","MD45-may22",129.9,177.9,273.4,"y"
"MD45","MD45-2-mid",1369.42280092593,"2024-04-12 13:18:00",1369.42384259259,"f0060","m","mid","10/01/2005",10,2005,"05/24/2022","2",36.5,37.1,37.4,NA,"E","sm",47.78,NA,"","/01/2005",37,"may22","Ami","MD45-2",219.556518767313,219556.518767313,4043.90035240105,0.0184184936758211,0.996197995017401,0.996516397085958,6.49550074230736e-112,1.21414646563174e-113,NA,NA,"A. laurensis","MD45-may22",129.9,177.9,273.4,"y"
"MD45","MD45-4-low",1369.42667824074,"2024-04-12 13:18:00",1369.42771990741,"f0060","m","low","10/01/2005",10,2005,"05/24/2022","4",36.3,35.4,36,NA,"W","sm",47.78,NA,"","/01/2005",35.9,"may22","Ami","MD45-4",126.371669961193,126371.669961193,1923.5285766131,0.0152212009005166,0.993541402056652,0.997017636455484,1.92261935175757e-101,1.03363538117581e-116,NA,NA,"A. laurensis","MD45-may22",129.9,177.9,273.4,"y"
"MD47","MD47-1-mid",1430.42118055556,"2024-04-12 15:19:00",1430.42222222222,"f0062","m","mid","12/01/2005",12,2005,"05/24/2022","1",32.1,31.5,31.5,NA,"N","med",83.32,NA,"","/01/2005",31.7,"may22","Ami","MD47-1",287.630233488836,287630.233488836,4929.54168495066,0.0171384684605556,0.999129859581388,0.999765614540677,4.7068061874545e-141,5.66397551645306e-167,NA,NA,"A. laurensis","MD47-may22",129.9,177.9,273.4,"y"
"MD47","MD47-2-low",1430.42361111111,"2024-04-12 15:19:00",1430.42465277778,"f0062","m","low","12/01/2005",12,2005,"05/24/2022","2",32,31.2,30.9,NA,"E","med",83.32,NA,"","/01/2005",31.3666666666667,"may22","Ami","MD47-2",251.24567893098,251245.67893098,2937.79475855891,0.0116929165550583,0.998833878525652,0.99956031164988,9.75727346081095e-137,3.18880229515737e-156,NA,NA,"A. laurensis","MD47-may22",129.9,177.9,273.4,"y"
"MD47","MD47-3-mid",1430.42563657407,"2024-04-12 15:19:00",1430.42667824074,"f0062","m","mid","12/01/2005",12,2005,"05/24/2022","3",31.4,31,30.8,NA,"S","med",83.32,NA,"","/01/2005",31.0666666666667,"may22","Ami","MD47-3",244.794740321647,244794.740321647,3391.00091627658,0.0138524255538374,0.998704388521876,0.999451942513938,3.46022658254665e-133,3.45088870434372e-150,NA,NA,"A. laurensis","MD47-may22",129.9,177.9,273.4,"y"
"MD47","MD47-4-low",1430.42766203704,"2024-04-12 15:19:00",1430.4287037037,"f0062","m","low","12/01/2005",12,2005,"05/24/2022","4",31,31,30.9,NA,"W","med",83.32,NA,"","/01/2005",30.9666666666667,"may22","Ami","MD47-4",206.352174976067,206352.174976067,2625.21276088155,0.0127220018940243,0.997969445334323,0.999355694144901,2.61894486682949e-124,5.4331633823519e-147,NA,NA,"A. laurensis","MD47-may22",129.9,177.9,273.4,"y"
"MD51","MD51-1-mid",1551.42118055556,"2024-04-12 12:59:00",1551.42222222222,"f0068","m","mid","4/01/2006",4,2006,"05/25/2022","1",37.2,37.2,37.1,NA,"N","med",83.32,NA,"Extender","/01/2006",37.1666666666667,"may22","Nasuti","MD51-1",906.759641384767,906759.641384767,13440.0460208037,0.0148220602322779,0.999745544032573,0.99980257058726,2.38043034609434e-165,2.3041331342197e-170,NA,NA,"N. magnus","MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-2-low",1551.42326388889,"2024-04-12 12:59:00",1551.42430555556,"f0068","m","low","4/01/2006",4,2006,"05/25/2022","2",37.4,34.4,34.5,NA,"E","med",83.32,NA,"Extender","/01/2006",35.4333333333333,"may22","Nasuti","MD51-2",619.038096061031,619038.096061031,6340.32676408928,0.0102422238702805,0.999138817340745,0.999379413227316,2.93930330746898e-141,9.85990186370444e-148,NA,NA,"N. magnus","MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-3-mid",1551.42552083333,"2024-04-12 12:59:00",1551.4265625,"f0068","m","mid","4/01/2006",4,2006,"05/25/2022","3",34.8,35.1,34.2,NA,"S","med",83.32,NA,"Extender","/01/2006",34.7,"may22","Nasuti","MD51-3",306.138376953726,306138.376953726,3873.9844906272,0.0126543575790002,0.995363434198752,0.996994117873455,5.42189541941591e-108,1.47771077998533e-116,NA,NA,"N. magnus","MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-4-low",1551.42789351852,"2024-04-12 12:59:00",1551.42893518519,"f0068","m","low","4/01/2006",4,2006,"05/25/2022","4",35.5,33.8,33.2,NA,"W","med",83.32,NA,"Extender","/01/2006",34.1666666666667,"may22","Nasuti","MD51-4",915.269202547167,915269.202547167,12343.7610133271,0.0134864813313665,0.99923084282269,0.999284616750604,4.73940706908977e-145,1.68966806481154e-146,NA,NA,"N. magnus","MD51-may22",129.9,177.9,273.4,"y"
"MD51","MD51-5-top",1551.43043981481,"2024-04-12 12:59:00",1551.43148148148,"f0068","m","top","4/01/2006",4,2006,"05/25/2022","5",35.2,35.1,35.4,NA,"","med",83.32,NA,"Extender","/01/2006",35.2333333333333,"may22","Nasuti","MD51-5",366.332075055145,366332.075055145,7592.27480254097,0.0207251161433191,0.953608812142025,0.952639439804463,1.7952675524259e-62,4.60252262312364e-62,NA,NA,"N. magnus","MD51-may22",129.9,177.9,273.4,"y"
"MD53","MD53-1-mid",1612.42118055556,"2024-04-12 15:10:00",1612.42222222222,"f0070","m","mid","6/01/2006",6,2006,"05/25/2022","1",37,39.3,41.3,NA,"N","med",83.32,NA,"Extender","/01/2006",39.2,"may22","Copto","MD53-1",2326.40985031293,2326409.85031293,5762.47978344286,0.00247698391694298,0.999223867355245,0.999312334950752,7.17934398261552e-145,2.74379715430491e-147,NA,NA,"C. acinaciformis","MD53-may22",129.9,177.9,273.4,"y"
